CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,NOx
0.3,734,-200,1.4,538,1449,30,1400,514,21.0,53.1,1.3031,19
0.5,785,-200,2.8,640,1265,40,1467,588,19.6,57.1,1.2851,35
1.4,946,-200,8.8,931,917,69,1745,884,18.2,62.3,1.2903,126
3.3,1201,-200,19.4,1279,683,100,2144,1338,19.5,57.7,1.2966,309
5.8,1377,-200,36.1,1688,525,125,2746,1708,21.6,51.7,1.3130,376
5,1346,-200,27.1,1481,602,174,2367,1681,23.9,44.4,1.3029,441
3.5,1230,-200,19.0,1268,698,171,2049,1509,28.1,35.2,1.3120,309
2.9,1160,-200,16.9,1208,728,149,1925,1330,31.4,28.6,1.2980,220
2.5,1146,-200,15.7,1171,761,124,1902,1138,33.7,25.5,1.3095,168
2.3,1078,-200,14.1,1121,818,119,1806,963,35.9,20.8,1.2103,149
2.4,1111,-200,16.5,1194,794,130,1875,1015,37.5,18.1,1.1529,160
2.6,1083,-200,14.8,1141,825,143,1793,1008,37.7,17.7,1.1383,177
2.2,1056,-200,13.0,1083,865,-200,1723,898,37.8,17.4,1.1219,-200
3.5,1220,-200,21.4,1334,695,183,2066,1215,36.6,20.6,1.2445,176
3.9,1268,-200,23.6,1393,650,161,2144,1334,32.5,26.0,1.2502,202
4.5,1256,-200,25.0,1430,660,170,2151,1380,30.8,27.2,1.1832,255
3.8,1213,-200,21.6,1341,683,143,2090,1601,28.8,30.2,1.1761,210
2.8,1145,-200,15.7,1170,751,123,1894,1376,26.7,35.4,1.2233,157
1.7,1050,-200,10.9,1011,836,89,1739,1161,25.3,40.7,1.2910,96
1.2,972,-200,8.1,902,933,67,1647,878,24.9,41.2,1.2809,59
1.6,1020,-200,10.2,984,853,81,1753,1031,23.7,45.1,1.3033,81
1,934,-200,7.5,878,940,54,1644,847,22.5,49.0,1.3151,40
0.9,914,-200,5.8,801,965,57,1609,908,22.3,50.6,1.3486,42
0.5,824,-200,3.8,698,1107,-200,1517,733,22.0,50.5,1.3199,-200
0.5,817,-200,3.3,672,1113,51,1501,751,20.8,54.4,1.3229,31
0.5,833,-200,4.0,708,1084,58,1525,799,20.3,56.0,1.3204,54
1,935,-200,8.1,905,899,69,1675,954,20.5,54.8,1.3073,88
3.5,1297,-200,22.3,1359,630,107,2214,1425,21.7,50.6,1.2981,261
6.4,1496,-200,36.9,1705,507,151,2691,2147,23.4,46.1,1.3091,357
2.9,1201,-200,17.5,1224,701,146,1987,1532,25.1,43.0,1.3488,265
3.4,1267,-200,19.3,1276,676,165,2059,1570,30.1,32.8,1.3795,247
2.8,1224,-200,17.6,1228,711,159,1972,1380,34.7,25.9,1.4069,189
2.8,1247,-200,18.6,1257,701,174,2000,1337,37.2,23.2,1.4478,168
2.8,1183,-200,18.0,1241,721,167,1937,1308,39.5,18.3,1.2917,183
2.3,1078,-200,14.0,1116,815,137,1761,1013,40.6,15.3,1.1485,157
1.8,1076,-200,10.9,1012,894,116,1665,816,40.3,16.1,1.1896,113
2,1052,-200,11.1,1019,896,125,1610,836,40.3,14.2,1.0494,140
3.5,1287,-200,21.6,1340,699,194,2008,1267,39.6,16.7,1.1867,230
4.9,1460,-200,27.6,1493,586,222,2288,1649,37.3,23.4,1.4672,277
4.6,1357,-200,25.6,1445,620,206,2195,1622,33.7,27.7,1.4213,295
3.4,1234,-200,18.6,1257,695,162,2019,1349,30.7,32.2,1.3983,212
2.7,1151,-200,15.2,1154,747,132,1894,1186,28.4,35.7,1.3549,151
1.9,1065,-200,11.7,1038,805,107,1763,1026,26.5,38.6,1.3154,110
1.5,984,-200,8.7,929,917,84,1654,817,25.4,40.1,1.2822,83
1,938,-200,7.6,881,956,61,1607,662,24.1,43.3,1.2839,48
0.7,878,-200,5.2,774,1065,42,1527,552,23.9,45.6,1.3328,27
1,919,-200,5.9,807,967,66,1598,775,22.0,52.8,1.3752,48
0.6,836,-200,4.0,709,1085,-200,1498,646,20.7,56.1,1.3565,-200
-200,814,-200,3.3,673,1138,50,1488,647,20.1,57.3,1.3352,33
0.9,872,-200,5.4,782,1001,76,1607,874,19.5,59.4,1.3328,75
1.2,949,-200,8.7,929,887,78,1711,973,20.0,56.6,1.3095,101
2.9,1227,-200,19.9,1292,661,104,2087,1327,21.7,53.9,1.3848,214
4.8,1360,-200,30.4,1561,545,139,2525,1626,23.7,49.0,1.4152,290
4.3,1318,-200,24.6,1420,586,166,2316,1640,25.9,44.3,1.4544,311
3.1,1196,-200,16.9,1208,705,151,1981,1341,30.1,34.3,1.4414,234
2.4,1152,-200,13.6,1102,770,134,1868,1113,33.5,27.2,1.3859,157
2.8,1220,-200,15.3,1157,715,148,1935,1224,35.4,26.1,1.4806,165
2.5,1182,-200,14.1,1120,735,126,1893,1095,37.9,23.2,1.5020,137
2.6,1167,-200,17.0,1210,719,144,1944,1152,39.7,18.7,1.3306,149
2.3,1142,-200,13.8,1109,782,133,1789,1047,40.4,17.2,1.2774,140
2.4,1157,-200,13.6,1105,779,139,1792,982,40.0,18.8,1.3630,139
3.5,1274,-200,21.2,1329,670,178,2054,1320,38.9,18.8,1.2900,221
4.8,1372,-200,25.9,1451,631,206,2183,1541,35.8,22.1,1.2792,318
5.1,1373,-200,25.4,1440,635,211,2183,1510,33.1,25.9,1.2923,363
4.7,1290,-200,23.6,1393,655,180,2146,1511,30.9,28.2,1.2388,341
2.4,1056,-200,12.0,1051,826,116,1758,1078,27.5,32.6,1.1760,163
2.5,1116,-200,14.2,1123,768,118,1826,1235,26.3,34.3,1.1605,157
2.7,1106,-200,14.2,1122,783,115,1813,1202,25.5,34.1,1.0968,202
1.5,1018,-200,10.4,992,839,96,1710,1103,24.7,39.3,1.2065,102
1.1,919,-200,7.5,880,915,86,1628,1013,24.2,39.5,1.1764,70
0.6,807,-200,3.5,681,1092,65,1435,765,24.8,37.8,1.1639,41
0.5,787,-200,2.5,620,1176,-200,1403,618,22.7,43.8,1.1952,-200
0.4,789,-200,2.6,623,1146,53,1407,663,22.0,44.3,1.1553,36
0.6,825,-200,4.0,709,1050,74,1491,813,19.3,51.4,1.1364,68
1,912,-200,7.0,858,923,69,1608,894,19.8,50.4,1.1525,92
4.6,1339,-200,24.8,1425,595,131,2264,1495,20.5,48.2,1.1474,332
4.8,1355,-200,28.9,1526,567,134,2397,1658,22.8,42.7,1.1667,333
4,1250,-200,21.5,1336,632,148,2104,1506,25.6,35.8,1.1548,298
-200,1105,-200,12.9,1079,788,-200,1774,1168,30.0,27.5,1.1509,-200
2,1076,-200,12.2,1055,817,-200,1734,993,34.4,21.0,1.1248,146
2,1096,-200,13.1,1087,801,111,1759,910,35.9,19.6,1.1422,120
2,1093,-200,13.3,1094,797,110,1769,912,37.2,18.2,1.1389,108
1.9,1027,-200,12.5,1066,837,110,1689,814,37.3,16.6,1.0435,109
1.9,1026,-200,13.0,1085,848,116,1654,1341,37.4,14.9,0.9413,124
1.9,1015,-200,12.3,1062,877,120,1668,847,36.4,15.1,0.9005,127
2.6,1028,-200,15.2,1155,832,142,1691,925,35.4,14.7,0.8323,185
3.2,1074,-200,19.1,1270,776,146,1833,1087,34.2,14.2,0.7502,230
3.4,1124,-200,19.7,1289,765,153,1863,1132,31.1,18.7,0.8302,265
3.4,1111,-200,18.6,1256,765,158,1851,1197,29.1,22.0,0.8702,261
2.9,1062,-200,16.1,1183,794,140,1731,1229,27.2,22.5,0.7962,219
2.7,1072,-200,15.0,1148,805,127,1683,1171,25.3,24.6,0.7796,180
1.3,936,-200,7.3,871,990,97,1430,921,24.9,27.2,0.8429,108
1.3,988,-200,8.9,937,894,91,1543,1008,23.5,32.2,0.9220,98
0.9,924,-200,6.6,839,957,68,1453,849,23.5,32.7,0.9349,57
0.6,839,-200,4.3,725,1052,52,1368,668,24.1,32.0,0.9467,36
0.5,826,-200,3.2,666,1109,-200,1349,641,22.6,34.8,0.9441,-200
0.5,853,-200,4.1,716,1047,58,1414,707,20.8,40.2,0.9725,45
0.9,918,-200,6.0,810,936,78,1524,939,18.8,46.6,1.0027,87
0.7,890,-200,5.6,791,950,61,1489,886,19.8,46.0,1.0524,62
0.6,865,-200,4.8,752,996,64,1451,837,21.3,42.3,1.0625,65
1.3,1003,-200,8.9,937,850,81,1622,1005,21.3,41.8,1.0449,125
1.9,1123,-200,13.1,1088,746,92,1789,1191,24.0,36.6,1.0772,157
2.1,1146,-200,14.1,1119,746,101,1823,1200,27.2,30.7,1.0884,171
1.8,1110,-200,11.2,1021,820,96,1724,971,32.3,23.6,1.1271,119
1.8,1126,-200,10.0,979,849,101,1700,907,31.9,25.8,1.2023,110
1.6,1067,-200,9.6,962,860,91,1658,802,35.1,21.8,1.2093,95
1.2,1008,-200,7.2,866,937,68,1573,695,36.0,20.5,1.1995,58
1.2,1062,-200,8.6,924,892,76,1683,777,37.0,20.1,1.2423,69
1.4,1082,-200,9.0,939,869,84,1678,818,36.4,21.0,1.2515,76
1.3,1042,-200,7.9,897,901,76,1605,681,35.2,22.6,1.2670,63
1.1,1022,-200,6.2,823,964,61,1599,631,32.5,27.6,1.3229,51
1.1,1024,-200,6.3,828,936,52,1601,641,29.1,35.1,1.3919,46
1.1,1048,-200,6.3,828,922,59,1618,683,26.9,39.7,1.3898,52
1.8,1153,-200,11.2,1022,765,89,1806,1013,26.1,42.2,1.4039,84
2.3,1195,-200,12.8,1077,731,113,1860,1151,25.5,43.8,1.4095,130
2.6,1245,-200,13.2,1091,734,112,1870,1134,24.9,45.6,1.4135,147
2,1086,-200,9.2,946,847,89,1729,945,25.2,45.2,1.4262,126
1,972,-200,5.8,804,955,53,1620,734,25.4,45.5,1.4570,47
0.6,880,-200,3.4,677,1109,36,1500,554,26.2,43.6,1.4599,24
0.6,906,-200,4.1,719,1050,-200,1561,612,24.3,48.2,1.4476,-200
0.5,879,-200,3.1,658,1121,39,1511,564,24.4,48.3,1.4499,25
0.4,842,-200,2.2,597,1237,33,1444,512,23.3,51.0,1.4346,21
0.4,797,-200,1.5,543,1466,37,1347,410,21.6,48.1,1.2259,25
0.4,796,-200,1.3,526,1534,36,1322,392,21.4,47.8,1.2005,25
0.4,767,-200,1.2,520,1526,42,1287,377,20.5,46.8,1.1152,30
0.5,784,-200,1.7,562,1460,52,1286,389,20.8,40.7,0.9882,42
0.6,811,-200,2.5,622,1315,60,1307,432,22.3,35.3,0.9371,52
0.7,838,-200,2.5,620,1292,74,1325,502,21.7,38.3,0.9842,62
0.7,821,-200,2.7,632,1295,65,1302,469,24.4,29.6,0.8921,67
0.6,793,-200,1.9,579,1380,52,1303,427,23.4,34.9,0.9910,47
0.5,794,-200,1.8,567,1426,40,1306,406,23.5,35.2,1.0019,35
0.6,821,-200,2.4,614,1309,49,1350,430,22.4,39.0,1.0400,45
0.8,849,-200,2.6,628,1274,56,1379,453,22.0,41.7,1.0865,53
0.8,852,-200,3.0,651,1246,59,1387,470,21.7,42.7,1.0949,57
1,847,-200,2.9,645,1245,68,1364,480,20.7,43.4,1.0470,71
1,849,-200,3.5,682,1215,72,1378,472,20.3,42.6,1.0045,67
1,865,-200,3.6,687,1191,78,1388,521,20.3,44.1,1.0392,75
0.9,848,-200,3.6,689,1180,71,1403,520,20.1,45.2,1.0538,65
0.7,807,-200,2.3,606,1340,54,1337,440,19.8,45.7,1.0424,45
0.8,814,-200,2.6,627,1305,57,1351,446,19.6,45.3,1.0244,46
0.7,785,-200,2.0,582,1377,45,1311,417,19.4,45.9,1.0242,33
0.5,748,-200,1.2,515,1580,30,1261,381,19.7,44.8,1.0172,19
0.3,716,-200,0.7,461,1795,16,1235,350,19.5,46.3,1.0363,9
0.3,708,-200,0.5,437,1941,-200,1227,334,19.0,49.0,1.0630,-200
-200,724,-200,0.5,448,1917,18,1256,346,19.1,50.7,1.1090,12
0.3,748,-200,0.8,477,1703,28,1301,380,19.1,52.7,1.1545,21
0.7,888,-200,3.5,683,1196,62,1483,563,20.3,49.3,1.1596,66
1.5,973,-200,7.0,858,941,92,1584,779,21.1,46.2,1.1389,137
1.8,993,-200,8.7,927,886,96,1665,842,21.5,44.5,1.1290,151
1.4,929,-200,6.3,825,992,87,1561,692,22.4,43.6,1.1637,115
1.5,962,-200,7.0,858,941,84,1613,779,24.8,39.1,1.2039,118
1.2,906,-200,5.5,786,1026,73,1538,633,23.9,42.1,1.2335,95
1.2,915,-200,5.3,776,1029,72,1544,616,25.5,38.3,1.2328,86
1.3,928,-200,5.5,787,1012,68,1585,606,25.4,39.2,1.2534,85
1,855,-200,3.8,698,1134,62,1449,526,25.6,37.0,1.2006,66
1.4,920,-200,5.4,783,1046,70,1550,588,24.5,38.4,1.1669,74
1.6,917,-200,6.7,842,985,83,1563,674,23.9,39.9,1.1639,108
2.7,1072,-200,12.2,1057,812,92,1820,885,24.2,39.2,1.1665,150
2.3,1000,-200,10.2,985,846,103,1726,879,23.5,41.2,1.1759,157
1.5,914,-200,6.7,845,972,82,1583,703,22.3,44.9,1.1973,93
1.4,888,-200,5.7,799,1023,74,1531,637,21.7,46.5,1.1917,76
1,851,-200,4.1,718,1134,67,1471,561,22.0,44.9,1.1699,57
1.1,870,-200,4.7,749,1096,74,1487,612,22.2,44.1,1.1654,64
1.2,883,-200,5.2,773,1062,72,1514,621,21.8,45.6,1.1763,59
1.2,886,-200,5.1,767,1055,79,1532,702,21.6,46.0,1.1742,68
0.7,792,-200,2.8,637,1249,43,1400,559,21.6,45.8,1.1715,31
0.5,754,-200,1.4,535,1490,33,1335,435,20.7,48.3,1.1680,21
0.4,732,-200,1.0,503,1525,-200,1321,441,21.0,47.1,1.1546,-200
0.4,770,-200,2.0,586,1326,38,1392,527,20.8,48.5,1.1800,24
0.5,797,-200,3.0,654,1097,51,1450,720,20.8,49.4,1.1994,38
1,915,-200,7.5,877,897,69,1651,937,19.9,51.8,1.1911,92
4.4,1287,-200,24.7,1423,610,116,2319,1482,20.9,49.3,1.2049,311
4,1195,-200,24.8,1424,609,119,2244,1489,23.7,39.9,1.1508,260
2.4,1003,-200,10.9,1009,823,96,1710,1015,25.3,35.8,1.1421,181
2.1,1037,-200,11.9,1046,838,109,1763,1004,28.8,29.1,1.1349,177
2.7,1114,-200,16.0,1181,747,115,1928,1129,30.3,26.9,1.1399,180
2.8,1085,-200,15.7,1171,767,118,1863,1068,32.8,23.3,1.1380,174
2.3,1024,-200,13.1,1087,824,118,1745,924,33.9,21.4,1.1135,140
2,1017,-200,12.2,1057,859,112,1698,861,35.3,19.6,1.1036,122
2.6,1053,-200,15.8,1173,785,140,1808,981,34.0,20.8,1.0898,189
2.7,1065,-200,16.6,1198,766,137,1852,1043,35.3,18.8,1.0572,169
3.1,1136,-200,18.4,1250,722,143,1940,1124,32.6,24.1,1.1688,172
3.1,1100,-200,16.7,1202,732,148,1856,1004,30.8,28.7,1.2507,154
3.6,1143,-200,20.8,1319,673,158,2001,1190,28.7,31.2,1.2099,192
2.9,1083,-200,15.3,1157,742,127,1884,1072,26.8,35.1,1.2201,160
2.2,1009,-200,11.5,1034,806,109,1763,925,25.3,39.4,1.2524,110
2,969,-200,10.1,983,853,101,1680,862,23.9,40.9,1.1966,97
2.1,1029,-200,10.4,993,816,114,1728,969,23.0,44.4,1.2354,124
1.9,1064,-200,9.4,956,812,104,1770,932,22.2,53.9,1.4237,108
1.4,986,-200,6.9,853,865,81,1645,794,20.9,59.8,1.4659,61
0.8,872,-200,4.0,709,1034,51,1522,599,21.3,58.1,1.4570,34
0.6,840,-200,3.0,654,1124,-200,1489,614,20.8,58.4,1.4189,-200
0.6,812,-200,2.6,626,1134,40,1471,625,20.3,58.9,1.3878,24
0.5,810,-200,2.4,612,1163,34,1462,595,21.3,54.5,1.3682,27
1,936,-200,6.8,849,882,61,1640,886,20.6,57.4,1.3753,70
2.7,1244,-200,18.9,1265,640,95,2084,1257,21.3,56.9,1.4226,176
5,1440,-200,30.2,1556,517,142,2530,1561,22.9,52.4,1.4442,310
3.3,1180,-200,14.9,1145,713,128,1929,1191,24.1,46.5,1.3802,221
2.4,1126,-200,12.2,1058,765,115,1879,1061,27.1,38.8,1.3705,168
1.7,1005,-200,8.3,910,881,84,1670,751,28.4,34.4,1.3140,109
1.7,1032,-200,9.0,940,862,85,1703,733,30.1,30.9,1.2958,102
2.4,1087,-200,13.7,1106,755,110,1839,906,32.7,25.8,1.2547,129
2.2,1090,-200,14.1,1119,756,107,1811,902,32.4,25.7,1.2271,117
2.2,1072,-200,12.0,1050,802,107,1748,836,33.6,24.4,1.2472,112
2.3,1101,-200,12.2,1057,797,113,1772,863,33.0,26.0,1.2877,122
2.6,1111,-200,13.1,1086,787,107,1802,824,33.2,23.7,1.1855,114
2.3,1048,-200,12.6,1070,807,106,1737,842,31.3,25.4,1.1415,111
3.3,1197,-200,18.3,1249,698,125,1986,1132,28.3,31.7,1.1968,158
3.5,1173,-200,17.2,1217,695,139,1930,1175,26.5,35.0,1.1981,202
2.5,1075,-200,12.9,1079,764,117,1798,1111,24.4,40.0,1.2079,166
2.5,1067,-200,13.7,1106,745,107,1840,1125,23.3,43.4,1.2251,143
2.4,1060,-200,13.4,1099,742,98,1838,1077,22.5,45.3,1.2226,122
2.5,1081,-200,13.5,1099,749,97,1854,1087,21.8,47.8,1.2325,113
2.1,1017,-200,9.9,975,822,95,1722,1014,20.9,51.0,1.2446,109
1,836,-200,4.4,734,1035,68,1501,801,20.8,51.7,1.2572,53
0.8,831,-200,4.3,727,1038,-200,1522,802,19.3,57.1,1.2661,-200
-200,804,-200,3.3,668,1102,51,1479,753,18.8,58.6,1.2581,32
0.5,798,-200,3.4,677,1092,44,1473,696,20.2,53.8,1.2569,35
1.3,966,-200,9.3,951,812,77,1735,996,18.3,60.8,1.2635,123
3.6,1277,-200,23.4,1388,611,100,2241,1513,20.2,54.5,1.2777,254
4.8,1335,-200,27.7,1496,562,125,2385,1598,21.9,49.9,1.2957,300
3.7,1297,-200,22.1,1353,588,154,2128,1690,25.2,43.0,1.3548,281
1.9,1041,-200,10.0,979,837,125,1705,1053,28.0,36.6,1.3603,169
1.7,1027,-200,8.9,936,867,117,1696,931,27.1,38.3,1.3548,152
1.9,1037,-200,9.8,969,841,105,1728,865,27.4,37.0,1.3319,127
1.8,1014,-200,9.4,954,865,103,1697,818,29.4,32.9,1.3244,118
1.7,1007,-200,9.8,971,866,106,1682,802,31.3,28.7,1.2885,120
1.8,998,-200,9.5,958,881,107,1657,778,31.5,28.7,1.3058,125
1.7,1014,-200,9.5,958,878,102,1684,767,30.9,30.3,1.3306,117
2.8,1157,-200,15.4,1160,738,124,1936,1000,31.4,30.3,1.3689,166
3.6,1225,-200,19.4,1281,683,133,2082,1143,30.7,31.4,1.3686,180
3.3,1131,-200,16.5,1194,726,125,1907,1009,29.0,33.4,1.3169,172
2.9,1111,-200,14.3,1126,754,124,1883,1076,27.3,37.5,1.3420,160
1.7,976,-200,8.2,909,878,97,1675,830,25.8,40.9,1.3389,103
1.7,1016,-200,8.7,929,868,94,1724,853,25.2,43.0,1.3580,87
2.8,1177,-200,15.2,1156,684,120,1983,1310,24.6,45.8,1.3940,147
1.8,1013,-200,10.6,999,791,105,1751,1119,24.0,47.3,1.3914,120
1,886,-200,6.0,813,936,81,1592,918,23.5,48.3,1.3777,63
0.5,791,-200,3.1,658,1140,43,1467,609,24.0,45.8,1.3467,30
0.4,762,-200,2.5,618,1214,-200,1431,516,22.2,50.7,1.3405,-200
0.3,740,-200,1.8,568,1259,32,1404,510,22.8,48.1,1.3184,19
0.4,775,-200,2.6,628,1178,36,1437,554,21.9,50.1,1.3002,27
0.8,872,-200,6.5,833,947,59,1598,760,20.4,54.1,1.2800,65
2.2,1123,-200,14.5,1134,711,92,1922,1170,20.8,52.6,1.2758,169
4.4,1306,-200,28.8,1522,535,121,2450,1545,22.8,47.9,1.3156,244
3.7,1237,-200,21.3,1332,605,151,2157,1508,25.2,42.9,1.3552,274
2.5,1143,-200,14.9,1146,701,142,1917,1292,29.3,34.8,1.3970,202
2.5,1170,-200,15.6,1168,703,141,1949,1287,33.3,27.8,1.4013,186
2.3,1116,-200,14.3,1128,739,129,1856,1042,34.9,24.9,1.3630,153
2,1054,-200,12.6,1069,785,106,1766,817,36.1,22.7,1.3324,112
2,1083,-200,13.4,1097,765,125,1810,847,37.6,21.1,1.3478,117
2.1,1078,-200,12.6,1069,782,126,1780,806,37.3,21.9,1.3761,109
2.4,1104,-200,14.8,1143,747,147,1840,896,37.2,21.6,1.3514,133
3.1,1170,-200,18.6,1257,693,180,1956,1069,35.6,23.4,1.3410,185
2.9,1091,-200,16.7,1201,738,164,1834,945,33.1,24.3,1.2087,167
3.5,1216,-200,20.8,1318,673,180,2043,1168,30.5,29.5,1.2635,218
2.9,1125,-200,16.0,1179,719,153,1921,1065,28.7,35.8,1.3834,171
1.5,971,-200,7.6,881,916,105,1635,672,26.6,42.2,1.4452,78
1.7,1062,-200,10.2,984,816,98,1796,842,25.2,46.6,1.4733,84
2.2,1140,-200,13.8,1109,714,107,1892,1123,24.7,47.7,1.4649,110
1.6,1038,-200,10.4,992,802,87,1731,1007,24.4,47.4,1.4301,87
1,935,-200,6.5,836,909,80,1604,855,23.3,49.9,1.4135,58
0.6,861,-200,4.3,729,1043,62,1528,689,23.8,47.3,1.3783,39
0.6,839,-200,3.4,678,1062,-200,1478,622,22.9,50.2,1.3808,-200
0.6,850,-200,3.9,703,1021,54,1511,658,21.2,55.0,1.3689,38
0.5,817,-200,3.0,651,1109,56,1472,628,21.7,52.6,1.3500,41
0.5,825,-200,3.2,667,1079,62,1475,659,22.8,48.9,1.3424,47
0.9,921,-200,5.6,792,943,72,1595,799,23.5,47.6,1.3611,72
1.4,1031,-200,9.1,945,806,86,1697,964,24.6,44.9,1.3661,100
1.6,1092,-200,9.7,967,801,99,1774,910,27.0,39.9,1.4020,104
1.6,1095,-200,8.6,923,843,98,1736,999,29.3,35.9,1.4411,109
1.7,1097,-200,9.6,964,822,102,1743,853,31.2,32.4,1.4517,103
1.7,1101,-200,9.8,972,819,84,1714,752,34.4,26.6,1.4230,75
1.5,1060,-200,10.3,991,833,83,1718,778,36.1,22.1,1.3004,72
1.2,-200,-200,-200.0,-200,-200,68,-200,-200,-200,-200,-200,56
1.2,-200,-200,-200.0,-200,-200,63,-200,-200,-200,-200,-200,51
1.1,-200,-200,-200.0,-200,-200,65,-200,-200,-200,-200,-200,52
1,-200,-200,-200.0,-200,-200,63,-200,-200,-200,-200,-200,46
1.1,-200,-200,-200.0,-200,-200,56,-200,-200,-200,-200,-200,44
1.6,-200,-200,-200.0,-200,-200,77,-200,-200,-200,-200,-200,72
1.7,-200,-200,-200.0,-200,-200,91,-200,-200,-200,-200,-200,88
1.4,-200,-200,-200.0,-200,-200,70,-200,-200,-200,-200,-200,56
1.7,-200,-200,-200.0,-200,-200,95,-200,-200,-200,-200,-200,82
2.4,-200,-200,-200.0,-200,-200,113,-200,-200,-200,-200,-200,125
2.3,-200,-200,-200.0,-200,-200,109,-200,-200,-200,-200,-200,144
1.2,-200,-200,-200.0,-200,-200,65,-200,-200,-200,-200,-200,54
1,-200,-200,-200.0,-200,-200,60,-200,-200,-200,-200,-200,48
1.4,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,-200,-200,-200
-200,-200,-200,-200.0,-200,-200,62,-200,-200,-200,-200,-200,41
1,-200,-200,-200.0,-200,-200,60,-200,-200,-200,-200,-200,40
0.9,-200,-200,-200.0,-200,-200,65,-200,-200,-200,-200,-200,48
0.8,-200,-200,-200.0,-200,-200,55,-200,-200,-200,-200,-200,44
1,-200,-200,-200.0,-200,-200,66,-200,-200,-200,-200,-200,59
1.2,-200,-200,-200.0,-200,-200,67,-200,-200,-200,-200,-200,59
1.2,-200,-200,-200.0,-200,-200,64,-200,-200,-200,-200,-200,53
1,-200,-200,-200.0,-200,-200,59,-200,-200,-200,-200,-200,42
1,-200,-200,-200.0,-200,-200,59,-200,-200,-200,-200,-200,43
0.6,-200,-200,-200.0,-200,-200,36,-200,-200,-200,-200,-200,23
0.7,-200,-200,-200.0,-200,-200,35,-200,-200,-200,-200,-200,22
0.8,-200,-200,-200.0,-200,-200,54,-200,-200,-200,-200,-200,37
1.1,-200,-200,-200.0,-200,-200,71,-200,-200,-200,-200,-200,53
1.4,-200,-200,-200.0,-200,-200,86,-200,-200,-200,-200,-200,68
2.8,-200,-200,-200.0,-200,-200,114,-200,-200,-200,-200,-200,125
2.5,-200,-200,-200.0,-200,-200,105,-200,-200,-200,-200,-200,96
1.6,-200,-200,-200.0,-200,-200,87,-200,-200,-200,-200,-200,75
1.4,-200,-200,-200.0,-200,-200,85,-200,-200,-200,-200,-200,74
2.3,-200,-200,-200.0,-200,-200,91,-200,-200,-200,-200,-200,92
4.2,-200,-200,-200.0,-200,-200,108,-200,-200,-200,-200,-200,136
3,-200,-200,-200.0,-200,-200,99,-200,-200,-200,-200,-200,119
2.2,-200,-200,-200.0,-200,-200,83,-200,-200,-200,-200,-200,76
0.6,-200,-200,-200.0,-200,-200,36,-200,-200,-200,-200,-200,21
0.3,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,-200,-200,-200
0.3,732,-200,1.5,544,1353,24,1367,466,18.9,55.2,1.1895,15
0.5,809,-200,3.5,681,1108,43,1463,609,18.2,57.6,1.1930,52
1.3,934,-200,8.3,911,857,64,1639,863,18.6,56.0,1.1865,85
2.5,1132,-200,17.3,1220,691,91,1910,1203,20.8,48.0,1.1702,177
3.7,1221,-200,23.3,1386,626,109,2138,1412,23.3,38.6,1.0919,232
2.5,1024,-200,13.8,1111,770,110,1753,1069,25.1,32.4,1.0170,201
1.8,938,-200,10.2,987,862,111,1597,817,27.8,25.8,0.9473,134
1.5,869,-200,7.9,897,965,106,1480,649,29.6,21.0,0.8548,104
1.5,846,-200,8.8,930,947,104,1467,598,30.2,18.0,0.7613,89
1.2,838,-200,7.2,868,1005,76,1454,540,30.1,18.5,0.7747,66
1.4,875,-200,8.3,912,978,84,1504,601,29.5,19.4,0.7872,85
1.6,907,-200,9.6,961,920,102,1564,668,31.1,18.2,0.8079,105
1.6,889,-200,9.0,939,920,102,1492,647,30.3,19.0,0.8103,99
2.2,969,-200,12.4,1064,834,124,1645,816,30.1,19.3,0.8083,132
3,1051,-200,15.3,1157,760,147,1787,963,28.6,22.3,0.8590,186
3,1043,-200,16.1,1181,736,138,1813,1010,26.1,28.3,0.9407,174
2.7,1043,-200,14.1,1121,736,126,1793,967,24.5,35.7,1.0807,149
2.1,1007,-200,11.4,1027,798,112,1737,904,23.1,41.5,1.1582,114
1.6,966,-200,9.5,959,838,95,1686,852,21.8,46.3,1.1913,92
1.3,920,-200,7.4,875,915,80,1594,744,20.9,48.9,1.1945,75
1.1,889,-200,6.4,831,956,79,1570,760,20.5,49.9,1.1903,74
0.7,825,-200,4.1,715,1062,49,1462,613,20.0,50.9,1.1794,35
0.4,758,-200,1.9,580,1215,36,1374,531,22.1,44.3,1.1665,22
0.2,735,-200,1.4,533,1338,-200,1350,493,21.0,47.5,1.1666,-200
0.2,719,-200,1.2,522,1385,40,1343,509,19.8,50.3,1.1444,24
0.3,757,-200,2.2,596,1236,37,1381,560,19.0,52.8,1.1489,30
0.9,890,-200,6.4,831,922,67,1594,826,17.8,56.5,1.1375,93
3.1,1181,-200,18.5,1255,632,106,2002,1334,18.2,55.8,1.1529,332
5,1332,-200,30.2,1556,523,134,2394,1660,20.6,47.7,1.1448,387
2.8,1128,-200,14.2,1124,717,123,1832,1362,22.8,41.9,1.1496,267
2.8,1128,-200,14.3,1126,725,136,1856,1316,27.1,31.7,1.1147,269
