CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,NOx
2,1189,-200,9.7,965,670,87,1533,1060,26.5,44.9,1.5278,239
2,1095,-200,10.5,996,799,120,1695,934,32.7,27.7,1.3439,111
4.8,1349,-200,14.6,1136,575,149,1299,1810,5.7,61.3,0.5657,539
4.2,1523,-200,24.9,1428,458,116,2114,1363,20.2,86.5,2.0224,603
2,1018,-200,7.7,889,780,118,1085,1105,4.9,66.3,0.5786,392
2.5,-200,194,-200.0,-200,-200,117,-200,-200,-200,-200,-200,141
1.4,-200,-200,-200.0,-200,-200,76,-200,-200,-200,-200,-200,70
-200,733,-200,1.9,574,1238,-200,964,627,4.1,73.1,0.6074,-200
3.2,1392,-200,15.6,1166,519,153,1488,1624,13.4,59.9,0.9143,549
-200,903,-200,5.4,786,1073,-200,1375,523,19.8,35.4,0.8099,-200
1.2,1003,-200,6.3,825,794,65,1716,801,26.7,60.6,2.0942,68
1.0,914,-200,3.9,705,966,124,926,687,6.2,51.3,0.4880,182
3.8,1408,-200,13.1,1088,560,139,1504,1381,11.7,80.0,1.0938,598
0.7,838,45,2.2,601,1361,43,1220,434,14.2,45.5,0.7333,33
-200,1055,-200,9.6,964,953,-200,1513,770,26.3,24.8,0.8393,-200
0.4,839,-200,2.4,609,1276,59,1286,643,20.8,32.3,0.7813,36
2.9,1252,-200,15.6,1168,557,107,1938,1352,28.1,47.4,1.7753,193
5.8,1605,-200,32.3,1603,415,168,2199,1912,25.2,50.6,1.5989,674
0.5,810,-200,2.4,612,1163,34,1462,595,21.3,54.5,1.3682,27
-200,1301,-200,17.1,1212,575,-200,1717,1332,28.4,37.6,1.4282,-200
3.1,1397,-200,15.3,1159,681,100,1949,1207,20.2,52.9,1.2340,134
0.7,942,-200,4.9,758,824,29,1567,856,28.1,51.6,1.9269,17
1.8,1106,-200,9.0,938,685,76,1395,1010,16.1,71.2,1.2948,247
2.5,1039,-200,16.0,1180,833,127,1815,1047,33.7,21.3,1.0988,184
0.7,879,-200,1.9,575,1262,64,1111,537,11.5,81.4,1.1025,110
2.2,1216,-200,12.0,1050,564,149,1311,1244,23.3,23.8,0.6738,361
1.9,1160,-200,5.6,794,658,120,1356,966,14.6,77.7,1.2834,284
1.2,895,-200,5.2,776,1024,82,1274,640,26.6,30.7,1.0501,178
-200,1255,-200,15.5,1164,638,126,1793,1301,32.6,26.3,1.2754,127
-200,1232,-200,17.0,1210,565,-200,1832,1478,34.5,28.5,1.5324,-200
2.9,1370,-200,12.7,1072,535,155,1428,1233,17.3,47.8,0.9363,398
1.2,929,-200,3.1,659,920,147,851,1033,2.0,53.5,0.3831,220
3.2,1182,-200,15.8,1175,637,171,1363,1463,13.4,40.4,0.6178,461
3.3,1364,-200,16.7,1202,771,135,1875,1250,16.3,47.1,0.8640,198
-200,1217,-200,7.3,869,873,-200,1660,963,14.9,74.5,1.2530,-200
-200,944,-200,7.8,891,1016,-200,1593,844,22.1,43.9,1.1521,-200
0.9,848,-200,3.6,689,1180,71,1403,520,20.1,45.2,1.0538,65
-200,1215,-200,16.8,1203,599,-200,1664,1341,21.1,47.2,1.1659,-200
1,857,-200,5.1,769,1006,69,1390,759,22.4,34.9,0.9362,52
0.8,960,-200,3.4,676,983,34,1488,488,35.4,32.4,1.8370,34
2.1,1325,-200,10.9,1010,513,106,1522,1404,17.4,65.0,1.2775,322
1.7,991,-200,8.0,898,787,89,1412,806,31.6,25.5,1.1638,214
-200.0,859,-200,2.0,581,1112,73,829,753,2.7,53.3,0.4006,89
2.6,1186,-200,15.3,1159,640,141,1701,1046,30.2,32.9,1.3865,295
1.6,1137,177,7.3,869,890,92,1554,951,17.0,53.9,1.0363,90
1.2,976,-200,7.3,870,795,152,971,861,6.9,42.5,0.4257,221
2.7,1156,-200,8.2,909,684,250,1023,1384,4.1,55.0,0.4558,456
3.2,1164,-200,20.3,1306,648,198,1886,1218,35.5,19.1,1.0888,259
4,1291,-200,25.2,1434,526,151,2239,1494,22.9,47.9,1.3208,306
1.4,1114,-200,9.5,958,663,42,1836,1167,26.8,60.5,2.1008,89
2.3,1139,-200,13.1,1088,625,101,1580,1180,20.6,57.3,1.3792,349
0.9,938,-200,5.5,789,989,55,1536,864,16.4,62.2,1.1507,38
2.9,1126,-200,7.3,869,680,-200,1075,1222,3.4,66.7,0.5281,-200
3.5,1501,-200,12.6,1071,823,119,1744,1130,17.8,48.1,0.9689,185
-200,1436,-200,32.2,1601,455,-200,2338,1682,20.1,60.6,1.4062,-200
2.4,1262,-200,16.2,1187,633,165,1842,1603,32.4,24.8,1.1886,282
3.6,1173,-200,17.2,1217,625,112,1945,1358,21.3,49.7,1.2452,298
3.8,1125,-200,19.4,1279,662,154,1840,1256,32.0,20.1,0.9364,241
-200,925,-200,4.4,735,960,-200,1284,691,15.4,73.2,1.2755,-200
3.2,1202,-200,13.0,1083,1376,143,1410,1340,11.0,74.4,0.9736,629
0.2,828,-200,3.6,690,1263,61,1353,658,18.6,44.2,0.9385,48
2.6,1248,297,13.6,1103,872,122,1632,1002,27.6,22.8,0.8288,143
-200,1387,-200,22.4,1361,701,-200,1932,1505,22.0,34.8,0.9080,-200
2.1,1094,-200,10.7,1003,965,99,1574,813,21.3,26.8,0.6681,130
0.9,868,-200,5.1,771,840,43,1608,860,22.9,62.6,1.7253,51
4.4,1337,-200,19.2,1275,525,145,1655,1548,14.3,66.1,1.0711,745
-200,838,-200,3.8,700,936,41,1268,744,14.6,79.9,1.3156,112
-200,860,-200,2.7,632,1037,-200,1322,713,17.8,72.3,1.4546,-200
3,1410,-200,11.0,1015,594,136,1319,1769,9.8,68.6,0.8324,406
1.7,1124,-200,5.5,787,740,151,1147,941,6.3,72.1,0.6907,291
1.4,1220,-200,5.4,782,996,89,1560,1067,15.3,62.1,1.0730,111
4.3,1505,-200,22.3,1358,556,113,2248,1406,16.1,79.2,1.4398,258
4.4,1475,-200,25.9,1451,455,122,1991,1646,20.7,63.0,1.5204,631
2.1,1175,-200,12.7,1074,748,172,1134,1528,13.1,25.4,0.3814,537
0.4,803,-200,0.7,466,1451,30,1034,449,14.8,65.5,1.0965,33
2.2,1068,-200,11.4,1029,650,126,1612,1192,27.2,37.4,1.3279,252
3.3,1086,-200,15.3,1159,686,119,1782,1060,23.6,35.5,1.0187,207
-200,991,-200,9.1,944,765,104,1608,868,26.2,38.5,1.2932,116
-200,1097,-200,13.6,1103,659,-200,1520,1113,15.6,55.4,0.9725,-200
6.4,1588,-200,32.5,1610,400,112,2230,1791,19.3,71.4,1.5805,742
-200,1631,-200,25.8,1449,570,-200,2299,1615,14.5,58.8,0.9630,-200
2.6,1343,294,13.4,1096,839,115,1587,1311,11.9,38.4,0.5341,191
1.7,965,-200,4.4,733,909,93,1173,790,12.6,70.5,1.0239,225
1.6,1101,-200,6.1,817,707,141,1157,1024,16.3,43.5,0.7988,290
1.8,1110,-200,11.2,1021,820,96,1724,971,32.3,23.6,1.1271,119
0.7,938,-200,4.4,734,847,57,1607,947,21.4,75.5,1.9069,65
2.8,1220,-200,13.0,1085,618,150,1205,1531,8.7,48.3,0.5458,411
1,1023,-200,6.2,822,823,74,1585,1050,27.9,41.6,1.5425,65
3.0,1281,-200,12.1,1053,659,165,1192,1438,10.9,39.7,0.5166,510
2.3,1075,-200,9.1,943,752,142,1305,894,17.2,51.5,1.0015,296
0.6,910,-200,1.3,524,1102,69,802,600,6.4,42.7,0.4126,74
2.9,1268,-200,18.7,1259,519,62,2114,1410,26.0,55.8,1.8536,167
3.1,1308,-200,20.5,1310,628,200,1891,1385,39.1,16.9,1.1705,250
1.2,996,-200,7.4,872,756,55,1727,990,23.2,67.5,1.8990,87
-200,1253,-200,16.9,1206,540,52,1779,1579,18.4,77.9,1.6389,291
3.1,1191,-200,12.7,1074,741,128,1816,1038,12.3,78.3,1.1154,239
-200,866,-200,2.3,603,1077,55,1459,589,25.8,50.9,1.6605,48
2.7,1051,-200,12.3,1061,696,106,1333,1111,10.8,57.6,0.7473,574
-200,1243,-200,10.5,997,648,-200,1587,1155,24.2,51.9,1.5426,-200
1.7,1177,-200,5.8,800,696,139,1191,748,20.5,38.4,0.9161,222
3.2,1224,-200,19.0,1268,605,110,2046,1478,21.7,49.6,1.2673,295
1.2,-200,-200,-200.0,-200,-200,63,-200,-200,-200,-200,-200,51
4.1,1500,-200,28.0,1503,437,91,2158,1927,20.4,66.7,1.5781,465
2.3,1134,-200,12.7,1073,747,168,1765,1022,39.7,20.4,1.4594,171
0.7,889,49,2.3,603,1308,46,1271,455,15.6,44.9,0.7920,35
0.7,859,-200,1.3,527,1203,57,810,342,6.8,52.9,0.5245,60
4.6,1363,-200,24.2,1410,565,182,2199,1791,28.5,36.8,1.4128,337
1.6,1038,-200,10.4,992,802,87,1731,1007,24.4,47.4,1.4301,87
-200,1506,-200,23.3,1385,555,-200,2260,1935,23.8,63.5,1.8495,-200
5.5,1553,-200,31.0,1575,508,120,2423,1779,14.5,59.8,0.9795,383
4.6,-200,-200,-200.0,-200,-200,161,-200,-200,-200,-200,-200,849
-200,1268,-200,12.5,1066,608,-200,1665,1240,22.5,57.5,1.5518,-200
1.1,-200,-200,-200.0,-200,-200,127,-200,-200,-200,-200,-200,157
1.9,1143,226,10.3,988,849,98,1590,710,18.8,36.8,0.7883,109
1.4,1007,-200,9.4,956,763,105,1654,666,37.9,23.8,1.5392,73
0.8,793,-200,1.8,570,1143,59,1036,524,14.0,55.2,0.8807,95
1.3,1020,70,4.3,727,1153,85,1391,631,9.3,75.2,0.8796,81
0.4,896,-200,3.6,689,966,121,909,614,5.1,50.1,0.4432,211
3.1,1329,-200,13.2,1090,508,181,1401,1473,19.1,36.7,0.8044,562
1.5,1080,-200,8.1,902,702,-200,1516,1048,27.8,40.7,1.5002,-200
2.6,1130,-200,11.3,1026,657,115,1374,1209,14.5,60.4,0.9909,359
0.7,820,-200,4.1,716,994,-200,1380,933,20.4,42.6,1.0083,-200
1.5,-200,-200,-200.0,-200,-200,89,-200,-200,-200,-200,-200,92
2.7,1184,-200,13.0,1084,612,71,1674,1151,19.3,75.8,1.6762,357
1,-200,-200,-200.0,-200,-200,67,-200,-200,-200,-200,-200,65
3.6,1286,-200,17.4,1223,529,210,1350,1348,27.9,15.6,0.5782,573
1,977,-200,5.4,783,939,58,1543,586,33.9,26.2,1.3664,43
-200,1289,-200,17.5,1225,632,145,1796,1274,41.3,15.5,1.2100,163
1.2,1052,-200,3.9,704,807,96,1210,909,13.2,69.9,1.0526,141
1.2,1083,-200,6.4,828,734,161,1067,1273,6.0,62.7,0.5890,235
3.5,1290,-200,13.8,1110,571,231,1512,1441,17.0,55.9,1.0741,612
0.4,859,-200,1.7,561,1162,28,1476,470,23.4,64.4,1.8350,19
2.3,1192,-200,10.0,978,638,113,1273,1210,6.7,77.1,0.7597,415
1.7,1019,-200,9.8,971,692,94,1760,1057,25.5,58.0,1.8611,103
4.6,1339,-200,30.4,1561,498,145,2357,1791,22.1,41.7,1.0980,366
1.0,1049,-200,3.6,686,793,96,1159,795,11.9,65.6,0.9129,156
-200,834,-200,2.2,596,1276,-200,1335,727,13.4,59.5,0.9097,-200
3.7,1556,-200,17.1,1214,472,227,1435,2026,11.1,52.0,0.6869,658
1.7,1065,-200,10.0,977,736,90,1733,1103,25.9,46.1,1.5174,83
-200,1640,-200,28.0,1503,431,-200,2094,1894,24.7,56.9,1.7472,-200
-200,787,-200,0.6,452,1400,-200,823,370,7.8,48.1,0.5095,-200
4.1,1712,-200,18.0,1239,443,229,1488,2411,9.9,63.2,0.7706,671
2.7,1296,-200,11.1,1017,526,136,1494,1360,18.4,59.2,1.2398,369
0.9,923,-200,2.3,602,1028,98,831,599,7.2,39.3,0.4004,117
0.6,821,-200,5.0,766,1071,62,1323,457,33.1,16.8,0.8391,48
3.3,1180,-200,14.9,1145,713,128,1929,1191,24.1,46.5,1.3802,221
1.9,1121,-200,10.4,992,844,115,1505,1255,20.4,35.3,0.8352,126
-200,1017,-200,11.1,1020,744,-200,1478,752,21.6,40.4,1.0309,-200
6.5,1706,-200,33.9,1641,381,239,1778,2522,8.9,54.2,0.6183,1218
0.3,834,19,0.6,459,1908,22,1212,361,8.8,80.5,0.9147,13
0.7,858,-200,4.9,757,1066,71,1542,904,19.3,57.3,1.2650,57
0.9,988,-200,2.2,600,912,82,1033,415,21.3,35.6,0.8924,110
-200,1108,-200,8.4,917,797,-200,1495,1129,22.0,55.8,1.4585,-200
2,1137,-200,9.9,975,687,103,1234,1223,7.6,74.3,0.7783,358
2.4,1250,-200,10.9,1012,585,173,1249,1192,26.1,20.8,0.6959,343
-200,1053,-200,13.7,1108,694,-200,1570,873,38.7,17.3,1.1729,-200
1.2,988,-200,6.0,813,927,61,1596,596,33.4,27.8,1.4119,52
1.6,961,-200,9.0,939,912,101,1508,846,34.5,18.9,1.0168,118
1,970,52,2.5,621,1400,58,1249,479,11.0,58.4,0.7686,42
1.2,1010,-200,3.1,661,881,82,1100,853,8.0,75.0,0.8098,142
3,1094,-200,12.7,1072,888,122,1545,1105,22.0,24.0,0.6263,170
2.4,1120,-200,8.9,935,744,93,1385,922,12.0,78.4,1.0954,275
2.2,1105,267,10.1,982,939,105,1545,850,17.7,35.4,0.7094,138
2.9,1261,-200,17.0,1210,736,126,1769,1200,30.9,19.1,0.8394,173
1.5,971,-200,7.6,881,916,105,1635,672,26.6,42.2,1.4452,78
3,1441,248,14.2,1124,851,130,1829,1089,10.0,74.2,0.9117,224
1.4,994,-200,5.9,806,830,90,1580,674,25.9,52.9,1.7478,72
2.4,1282,-200,11.2,1023,573,159,1305,1461,15.7,34.6,0.6147,369
0.3,730,-200,0.8,477,1433,-200,950,420,7.9,68.0,0.7265,-200
1.7,1154,134,7.4,876,1002,67,1561,987,9.6,68.8,0.8243,153
1.9,1172,-200,6.0,810,637,115,1376,964,14.1,81.4,1.3046,237
5,1530,-200,22.0,1352,491,178,1550,1934,14.3,45.8,0.7452,694
2.2,1267,-200,12.4,1064,706,100,1766,1348,17.3,58.8,1.1494,138
-200,979,-200,8.4,917,795,-200,1398,903,18.1,56.4,1.1645,-200
0.8,782,-200,2.1,594,1134,111,673,371,3.4,32.4,0.2563,155
2.2,1071,-200,10.7,1003,665,58,1542,1045,17.5,73.2,1.4515,252
1.6,973,-200,10.9,1010,722,65,1616,1014,23.6,40.8,1.1746,102
2.7,1224,-200,14.3,1126,596,108,1656,1231,18.0,76.6,1.5706,482
0.7,838,-200,1.3,531,1146,85,774,753,1.0,52.2,0.3489,95
-200,833,-200,2.7,632,1107,78,834,760,5.1,46.5,0.4125,120
-200,1040,-200,5.8,804,940,-200,1502,780,19.3,44.0,0.9783,-200
-200,916,-200,3.7,692,986,-200,1287,683,14.5,82.1,1.3493,-200
3.2,1288,-200,17.3,1220,937,165,1391,1594,9.6,53.7,0.6409,576
0.6,942,-200,4.2,723,968,42,1573,698,23.0,54.6,1.5177,36
-200,900,-200,3.8,699,1036,-200,1452,799,21.0,68.6,1.6873,-200
3.2,1347,-200,19.5,1282,575,136,1996,1661,29.1,34.8,1.3800,190
2.5,1183,234,10.3,989,904,119,1539,1205,12.2,53.2,0.7555,150
0.5,804,31,1.1,505,1718,37,1148,329,12.8,49.3,0.7285,34
0.5,887,-200,2.9,647,1046,61,1500,740,25.1,48.0,1.5115,50
3.9,1439,-200,18.6,1257,494,135,1571,1704,10.1,83.5,1.0296,715
2.4,1017,-200,11.4,1029,768,148,1160,1046,17.6,23.7,0.4730,483
0.7,798,-200,2.5,619,1204,14,1138,500,15.7,51.1,0.9056,41
2.3,1130,-200,8.1,902,715,86,1289,1117,9.8,81.4,0.9855,280
-200,889,-200,1.7,559,1331,-200,1241,714,10.2,63.2,0.7865,-200
0.4,847,-200,1.9,576,1139,29,1321,507,17.9,77.7,1.5795,33
4.4,1481,-200,22.3,1359,467,105,1957,1518,21.7,69.7,1.7872,486
1.4,844,-200,5.4,782,969,112,1003,796,11.6,37.3,0.5095,217
-200,830,-200,2.9,644,1235,23,1487,524,19.6,68.4,1.5443,17
2.6,1227,-200,14.3,1125,675,147,1835,1470,30.5,32.9,1.4135,227
4.7,1620,710,24.1,1407,641,154,2052,1567,21.2,40.1,0.9978,215
3.1,1181,-200,9.4,956,689,124,1400,1058,13.8,76.8,1.2060,506
1.9,1192,-200,6.4,832,646,155,1253,1167,11.6,68.3,0.9314,282
1.3,1171,50,5.1,770,1162,70,1467,930,11.0,66.5,0.8705,99
1.2,1025,-200,8.4,916,832,149,1018,1262,9.5,35.9,0.4273,294
1.5,966,-200,7.4,874,969,95,1682,999,19.8,59.4,1.3554,171
0.4,771,-200,2.1,593,1155,45,1291,545,21.6,42.2,1.0762,30
-200,1221,-200,14.9,1145,648,110,1753,1050,34.7,23.3,1.2653,96
-200,1044,-200,11.2,1022,726,-200,1454,983,15.2,55.9,0.9572,-200
1.9,1038,168,8.2,907,976,81,1492,723,14.2,46.3,0.7438,106
-200,884,-200,4.3,729,920,-200,1389,837,22.9,45.7,1.2621,-200
3.4,1347,-200,13.0,1084,582,174,1290,2004,8.3,58.2,0.6391,560
2.4,1229,-200,13.6,1103,627,95,1866,1320,27.8,43.3,1.5929,112
2.1,1006,-200,10.8,1006,705,165,988,964,14.1,17.0,0.2729,308
1.9,1074,-200,9.2,946,767,93,1635,1079,23.1,62.8,1.7562,219
1.8,984,-200,6.4,832,822,184,966,892,4.3,48.4,0.4043,296
-200,1005,-200,6.4,829,779,71,1246,944,11.6,79.7,1.0858,242
2.1,1102,-200,7.9,896,720,222,969,1226,7.5,33.8,0.3520,346
-200,1139,-200,5.6,794,908,-200,1456,849,30.1,38.5,1.6212,-200
1.8,1120,-200,7.8,890,728,-200,1546,1035,23.6,49.6,1.4247,-200
5.5,1693,787,25.4,1439,618,168,2083,1723,19.4,42.5,0.9483,271
1.6,1011,-200,9.7,967,818,116,1565,748,25.3,30.9,0.9815,111
0.9,899,-200,3.0,654,1037,-200,1254,481,31.9,26.8,1.2477,-200
2,-200,137,-200.0,-200,-200,106,-200,-200,-200,-200,-200,129
3.4,1324,-200,15.6,1168,568,99,1716,1959,21.8,63.0,1.6190,375
0.7,970,-200,2.5,618,888,84,1095,611,13.3,62.4,0.9460,112
3.1,1288,-200,16.4,1191,691,123,1910,1192,19.8,44.3,1.0104,178
-200,1149,-200,14.8,1143,620,111,1827,1143,28.1,40.3,1.5086,112
3.3,1266,-200,17.7,1231,615,157,1768,1265,30.1,35.1,1.4782,374
1.1,1020,-200,10.7,1003,904,96,1716,916,21.7,46.9,1.2044,97
0.4,876,-200,2.3,605,1144,40,1432,456,27.4,42.2,1.5177,29
-200,1335,-200,14.6,1137,563,-200,1729,1293,26.3,46.0,1.5478,-200
0.7,1052,16,1.6,553,1738,48,1221,472,10.5,58.1,0.7353,34
2.0,1081,-200,7.7,885,720,174,1017,1058,7.2,39.4,0.4032,243
0.3,740,-200,1.8,568,1259,32,1404,510,22.8,48.1,1.3184,19
4.8,1676,790,28.9,1525,567,160,2226,1653,24.3,37.3,1.1199,223
2.6,1104,-200,11.2,1023,677,158,1314,1189,9.7,73.1,0.8787,477
1.4,1225,-200,12.5,1067,760,94,1922,1102,16.9,80.9,1.5472,190
1.6,1037,-200,8.0,898,793,87,1539,836,22.2,64.9,1.7190,152
-200,1049,-200,13.5,1100,667,-200,1635,870,36.4,20.3,1.2140,-200
-200,998,-200,9.0,941,785,-200,1442,914,18.2,55.9,1.1547,-200
3.4,1541,218,16.2,1185,770,97,1889,1407,11.7,63.7,0.8719,263
4.2,1315,-200,22.7,1370,794,212,1689,1399,37.6,14.5,0.9277,522
-200,1459,-200,22.2,1356,525,-200,1795,1712,20.2,53.0,1.2407,-200
1.2,932,-200,7.1,861,767,62,1483,894,20.7,53.3,1.2870,75
2.7,1277,-200,15.8,1175,531,137,1480,1397,13.5,57.8,0.8933,366
2.6,1093,-200,13.4,1098,782,167,1221,1173,5.1,40.8,0.3603,613
1.5,-200,-200,-200.0,-200,-200,-200,-200,-200,-200,-200,-200,-200
2.1,1218,-200,6.3,825,627,126,1393,978,14.2,82.3,1.3219,307
1,892,-200,5.1,771,965,76,1465,494,32.0,28.2,1.3204,55
3.2,1453,-200,20.1,1298,489,69,1940,1497,21.5,63.7,1.6186,470
2.9,1173,-200,15.7,1170,597,115,1551,1289,17.3,57.1,1.1161,379
-200,1299,-200,17.9,1237,553,-200,1804,1350,17.6,69.2,1.3803,-200
7.1,-200,-200,-200.0,-200,-200,340,-200,-200,-200,-200,-200,1218
-200,738,-200,1.4,539,1421,-200,1257,477,18.9,45.0,0.9703,-200
1,940,57,3.2,664,1290,79,1232,646,8.6,57.8,0.6488,70
5.0,1667,-200,24.2,1410,383,201,1818,1948,18.2,52.2,1.0795,691
1.2,838,-200,7.2,868,1005,76,1454,540,30.1,18.5,0.7747,66
1.3,1025,-200,10.1,980,986,113,1591,891,25.0,26.9,0.8408,114
1,836,-200,4.4,734,1035,68,1501,801,20.8,51.7,1.2572,53
1.4,994,-200,5.2,774,854,168,917,915,6.0,40.2,0.3773,239
-200,993,-200,5.4,783,1033,-200,1482,630,19.3,45.7,1.0161,-200
-200.0,972,-200,1.5,542,1029,65,1056,443,9.2,75.3,0.8764,103
1.3,952,-200,5.5,787,856,-200,1342,723,25.7,35.8,1.1600,-200
-200,1282,-200,18.2,1247,561,-200,1829,1285,26.0,44.5,1.4731,-200
0.8,796,-200,2.1,589,1136,52,1026,506,13.3,53.0,0.8044,93
0.7,891,-200,3.9,708,1005,51,1382,823,24.8,49.0,1.5092,110
4.2,1480,460,21.0,1324,622,122,2162,1623,20.8,54.4,1.3194,215
4.1,1037,-200,11.9,1047,869,151,1159,1042,8.4,45.4,0.5035,355
0.8,1008,-200,4.3,729,1034,65,1490,795,20.0,48.6,1.1199,68
3.1,1263,-200,12.7,1074,614,283,1198,1403,2.0,63.6,0.4564,708
0.5,869,11,1.6,554,1460,40,1268,667,11.8,58.0,0.8026,28
3.3,1314,503,15.1,1150,726,126,1784,1083,16.3,47.7,0.8746,181
2.0,1126,-200,7.5,880,690,107,1202,1177,8.8,71.0,0.8089,260
3.3,1330,-200,14.9,1145,537,188,1399,1668,8.6,57.6,0.6471,597
-200,1559,-200,26.9,1476,463,-200,2022,1660,25.7,44.1,1.4331,-200
1.7,1136,-200,9.7,967,703,67,1801,927,32.3,43.6,2.0700,65
0.1,872,-200,3.2,662,1007,134,874,628,4.5,48.4,0.4131,211
3.5,1463,-200,19.4,1280,482,121,1794,1544,20.7,59.3,1.4283,496
1.1,897,-200,3.6,687,908,119,916,467,19.4,25.3,0.5625,176
0.5,846,31,1.6,557,1385,32,1212,406,15.6,43.4,0.7651,19
1.5,970,-200,6.2,819,923,101,959,926,5.0,48.8,0.4290,224
2.2,1177,-200,15.5,1166,621,75,1667,1157,18.8,62.5,1.3401,297
1.2,1001,-200,5.7,799,800,46,1642,753,27.7,53.0,1.9423,59
2.7,1275,-200,12.3,1061,593,211,1203,1494,10.4,37.3,0.4708,427
3.0,1205,-200,13.4,1098,610,172,1170,1587,6.0,53.3,0.5008,460
2.3,1101,-200,12.2,1057,797,113,1772,863,33.0,26.0,1.2877,122
2.7,1236,236,13.0,1084,854,112,1688,1059,11.7,57.1,0.7822,131
2.4,1049,-200,3.5,683,782,110,1190,796,15.6,61.6,1.0859,156
3.4,1458,346,20.9,1321,654,122,2023,1516,22.4,37.9,1.0160,201
0.8,886,-200,2.1,589,975,69,1001,443,15.1,47.6,0.8139,83
0.4,828,-200,2.8,639,1077,41,1371,573,22.6,43.0,1.1629,27
-200,1288,-200,18.5,1253,537,-200,1763,1410,19.9,55.4,1.2702,-200
1.5,909,-200,7.5,879,874,-200,1083,847,13.8,40.7,0.6405,-200
-200,776,-200,1.3,525,1391,72,770,585,5.1,44.8,0.3967,87
1.5,1009,141,7.7,885,994,87,1439,751,16.3,38.1,0.7006,112
1.5,1439,-200,16.6,1198,502,246,1426,1877,11.6,59.8,0.8152,628
1.1,939,-200,6.3,828,991,74,1486,639,37.8,18.5,1.1977,59
2.1,1300,-200,8.9,935,902,113,1623,1145,13.8,58.0,0.9083,170
4,1303,-200,40.2,1776,946,-200,1467,1608,20.4,35.7,0.8440,-200
3.3,1157,-200,18.2,1245,665,187,1782,1211,37.3,17.3,1.0840,236
6.2,-200,-200,-200.0,-200,-200,243,-200,-200,-200,-200,-200,687
-200,1156,-200,13.4,1096,713,130,1615,954,39.8,16.0,1.1444,125
0.1,781,-200,3.1,661,1271,37,1299,568,17.2,47.2,0.9178,25
3.1,1211,-200,14.8,1143,632,157,1860,1331,24.2,48.5,1.4452,269
-200,999,-200,7.3,871,711,-200,1580,909,22.6,62.6,1.6945,-200
1.9,1158,-200,12.1,1052,649,83,1785,1353,27.0,42.8,1.5030,111
1.1,960,65,3.2,666,1266,80,1224,544,11.9,46.5,0.6449,63
-200,1380,-200,26.3,1463,470,150,2322,1691,24.4,49.3,1.4814,297
3.9,1467,-200,19.8,1292,698,138,1942,1439,15.4,51.4,0.8956,210
2.9,1209,-200,11.4,1028,619,243,1264,1254,4.2,79.7,0.6647,425
0.9,1011,-200,7.2,864,809,79,1532,1231,28.4,32.5,1.2361,65
2.0,1185,-200,7.9,893,666,122,1312,1011,16.2,53.0,0.9687,237
1.6,1092,-200,8.0,901,777,69,1691,734,37.4,29.9,1.8848,78
-200.0,790,-200,0.7,471,1302,75,669,532,-1.4,44.9,0.2536,81
2.1,1047,-200,13.5,1101,913,114,1391,1103,29.2,9.8,0.3914,159
2.7,1196,-200,11.6,1035,633,177,1259,1338,7.5,64.4,0.6720,496
1.5,933,-200,4.1,714,899,133,927,706,6.7,49.5,0.4892,227
1.2,925,-200,6.4,831,789,57,1662,975,23.4,64.9,1.8430,57
0.7,888,-200,1.1,511,1112,66,963,512,3.9,83.1,0.6787,71
1.7,1179,116,7.6,884,830,76,1696,1086,15.7,78.6,1.3943,91
1.9,1055,-200,11.6,1037,635,125,1632,1161,25.3,41.7,1.3247,225
5.2,1523,-200,26.6,1470,414,166,1811,1783,11.4,68.0,0.9166,702
4.5,1487,-200,21.9,1350,418,198,1698,1692,20.1,42.4,0.9880,605
3.4,1111,-200,18.6,1256,765,158,1851,1197,29.1,22.0,0.8702,261
2.2,1148,-200,12.4,1062,753,87,1825,1004,21.2,49.3,1.2271,128
1.2,982,-200,4.8,752,844,77,1153,897,9.0,77.3,0.8873,196
4.2,1435,585,19.1,1271,676,130,1885,1569,13.0,54.2,0.8090,300
1.4,986,-200,6.9,853,865,81,1645,794,20.9,59.8,1.4659,61
-200,1234,-200,13.8,1109,767,-200,1729,1194,13.9,57.2,0.9029,-200
0.3,848,-200,0.7,464,1425,46,1062,438,10.9,80.3,1.0444,54
-200,1213,-200,17.0,1210,572,-200,1809,1424,30.0,35.9,1.4958,-200
6.5,1448,-200,18.8,1263,511,165,1428,1971,7.2,58.6,0.5986,747
1.3,819,-200,6.0,810,947,100,1027,631,13.4,36.3,0.5556,220
-200,1195,-200,12.6,1072,799,-200,1609,1144,18.6,34.7,0.7369,-200
-200.0,1138,-200,9.0,940,706,169,1088,1359,8.3,41.3,0.4533,328
0.6,981,-200,2.4,610,867,88,1068,856,9.3,67.9,0.7969,145
1.6,1057,-200,8.4,914,796,116,1665,954,27.6,38.0,1.3818,157
3.0,-200,-200,-200.0,-200,-200,143,-200,-200,-200,-200,-200,379
-200,883,-200,5.4,782,958,-200,1395,571,27.3,31.0,1.1110,-200
-200,1067,-200,13.0,1085,684,-200,1548,985,23.3,40.4,1.1421,-200
1.4,995,103,5.7,796,1159,72,1287,587,21.2,23.1,0.5768,66
