CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,NOx
3.1,1139,210.789238,18.0,1240,702,144,1940,1129,31.1,26.2,1.1647,239
5.7,1795,472,27.2,1485,653,180,2174,2050,19.1,42.6,0.9294,336
3.4,1232,210.789238,15.8,1173,751,135,1750,1284,23.7,30.0,0.8633,174
2.8,1466,210.789238,15.8,1174,680,115,1965,1302,25.4,39.8,1.2771,152
2.172036,1443,210.789238,26.0,1455,635,113.608264,2073,1600,21.4,36.0,0.9059,254.681129
0.9,1080,210.789238,5.1,768,732,140,924,1305,3.6,51.7,0.4123,237
0.8,871,210.789238,1.5,548,1197,50,1025,662,9.5,73.3,0.8719,73
0.6,872,210.789238,4.0,708,1106,56,1331,489,38.9,15.6,1.0613,39
2.7,1182,210.789238,10.4,994,654,102,1431,1039,12.2,85.1,1.2079,584
2,996,210.789238,12.0,1048,959,108,1397,822,24.5,15.4,0.4663,139
0.4,903,210.789238,2.9,648,975,21,1559,603,24.1,63.1,1.8619,19
0.5,691,210.789238,0.7,471,1552,53,698,357,5.6,37.7,0.3444,63
2.8,1111,210.789238,11.8,1042,682,171,1257,1434,13.6,48.7,0.7547,603
0.8,940,210.789238,4.0,709,956,52,1641,588,25.2,67.1,2.1164,47
2.172036,970,210.789238,5.0,763,1043,113.608264,1462,608,17.9,49.9,1.0135,254.681129
2.172036,1405,210.789238,22.8,1372,497,113.608264,1883,1573,20.0,56.5,1.3051,254.681129
1.3,1037,210.789238,3.2,665,854,114,1013,633,8.6,57.3,0.6429,156
2,1034,210.789238,9.9,972,747,115,1437,1118,23.9,38.1,1.1123,230
4,1472,210.789238,19.8,1290,510,95,1942,1420,21.8,72.7,1.8789,523
2.5,1210,210.789238,10.6,1000,679,115,1456,1062,13.4,79.9,1.2254,439
2.3,1112,210.789238,12.2,1058,654,137,1695,1297,27.3,40.7,1.4548,190
1,967,210.789238,4.5,740,926,50,1526,557,38.8,25.4,1.7282,50
4.2,1097.930233,210.789238,-200.0,934.059034,838.841682,190,1447.214669,1019.471377,18.145841,49.195886,1.019597,845
0.8,1005,57,3.3,673,1103,64,1387,905,13.7,61.6,0.9631,56
0.7,801,210.789238,2.7,633,1489,60,940,482,14.7,37.5,0.6220,90
0.8,834,210.789238,6.1,817,1022,72,1408,774,21.4,52.1,1.3125,178
5.8,1400,210.789238,27.8,1499,461,193,1527,1869,8.9,31.4,0.3597,759
-200.0,1036,210.789238,2.8,636,845,90,1084,976,8.9,71.9,0.8202,122
2.1,1222,210.789238,15.4,1161,661,122,1827,1593,30.2,30.9,1.3026,173
2.8,1161,210.789238,10.5,996,639,281,1067,1396,5.6,40.5,0.3704,471
0.8,899,210.789238,5.8,803,1221,83,1426,596,22.4,31.3,0.8365,87
1.6,966,210.789238,9.5,959,838,95,1686,852,21.8,46.3,1.1913,92
1.5,933,210.789238,4.0,711,912,146,850,554,12.0,27.7,0.3885,205
2.7,1281,337,14.0,1116,809,121,1703,1080,26.1,27.3,0.9101,149
2.172036,759,210.789238,2.1,588,1323,8,1286,515,19.7,42.4,0.9636,4
1.2,1045,84,4.8,751,1186,75,1403,800,10.4,59.2,0.7455,79
0.4,834,210.789238,2.8,637,1187,53,1362,699,15.0,59.8,1.0142,36
4.2,1050,210.789238,18.7,1260,662,164,1256,1269,13.7,22.9,0.3581,539
2.3,1473,210.789238,17.0,1210,462,169,1686,1521,20.4,49.8,1.1765,513
2.172036,1058,210.789238,8.5,921,876,113.608264,1594,893,18.8,48.0,1.0323,254.681129
2.172036,1583,210.789238,37.9,1726,404,113.608264,2316,1818,15.8,71.7,1.2780,254.681129
2.172036,1048,210.789238,3.3,672,1050,113.608264,1438,556,25.4,59.9,1.9168,254.681129
2.172036,1424,210.789238,19.9,1293,524,113.608264,1902,1550,22.8,58.1,1.5951,254.681129
2.6,1063,210.789238,5.1,769,807,122,993,1109,6.4,52.6,0.5074,183
1.2,1065,210.789238,7.7,889,722,56,1760,1081,21.9,74.9,1.9396,94
1.9,1072,210.789238,7.5,880,767,80,1318,928,18.0,60.4,1.2331,224
1.1,876,210.789238,2.5,618,1032,74,948,555,8.6,51.5,0.5772,102
2.172036,763,210.789238,2.0,583,1093,113.608264,1288,596,22.1,49.6,1.3022,254.681129
0.3,1092,210.789238,10.7,1005,669,98,1746,836,28.0,46.2,1.7210,64
0.8,856,44,2.9,644,1259,49,1301,746,7.4,71.0,0.7346,41
2.0,1182,210.789238,8.7,929,648,145,1324,1029,16.1,52.8,0.9579,269
1.1,942,57,2.9,648,1300,77,1204,500,11.5,46.6,0.6319,63
3.5,1210,210.789238,9.2,947,697,121,1404,1060,13.9,76.7,1.2098,457
3.8,1453,210.789238,16.3,1190,583,121,1644,1358,13.4,78.8,1.2104,637
5.8,1527,210.789238,27.9,1502,411,113.608264,1868,1727,6.2,76.8,0.7355,254.681129
2.172036,971,210.789238,4.2,722,949,113.608264,1472,804,20.5,81.5,1.9360,254.681129
1.6,1027,210.789238,8.0,899,822,116,1563,810,31.1,29.6,1.3180,132
2,1110,210.789238,9.2,948,901,86,1632,891,26.0,31.9,1.0566,101
0.6,881,210.789238,4.4,735,876,113.608264,1308,783,22.4,47.2,1.2593,254.681129
2.7,1097.930233,210.789238,-200.0,934.059034,838.841682,185,1447.214669,1019.471377,18.145841,49.195886,1.019597,418
2.5,1206,210.789238,12.0,1049,634,90,1484,1128,19.5,58.9,1.3195,345
2.3,1260,210.789238,14.1,1121,568,82,1569,1252,20.0,56.7,1.3078,313
2.172036,828,210.789238,2.6,627,1074,64,1103,748,11.9,71.4,0.9921,146
2.5,1181,210.789238,8.1,905,657,202,1215,1106,5.3,84.1,0.7530,356
2.172036,863,49,3.0,651,1224,52,1286,712,7.8,70.4,0.7463,38
-200.0,1124,210.789238,8.7,927,722,206,1047,1242,7.1,42.8,0.4327,397
1.6,1083,210.789238,7.0,856,720,148,1010,975,8.2,41.8,0.4563,252
1.0,1053,210.789238,4.3,727,789,100,1081,610,17.1,35.8,0.6944,137
1.3,1003,210.789238,4.7,747,843,113.608264,1289,806,14.1,84.8,1.3544,254.681129
1.0,995,210.789238,3.5,680,879,109,904,1201,4.1,51.5,0.4263,135
2.172036,1352,210.789238,26.4,1465,491,113.608264,1998,1621,18.5,65.5,1.3787,254.681129
2.5,1106,210.789238,7.8,891,708,191,1058,1025,7.4,46.9,0.4854,320
4.3,1268,210.789238,27.1,1482,550,135,1849,1533,14.4,55.7,0.9087,498
1.3,957,210.789238,4.1,717,911,113.608264,1322,579,25.3,36.9,1.1764,254.681129
2.172036,1111,210.789238,13.1,1088,635,113.608264,1719,884,33.0,31.4,1.5583,254.681129
2.3,929,210.789238,8.7,928,842,116,1001,893,17.6,19.9,0.3952,327
0.4,746,210.789238,1.7,565,1369,113.608264,1423,608,20.9,52.5,1.2852,254.681129
1.3,1008,210.789238,6.1,816,1015,72,1531,689,23.6,36.4,1.0431,78
1.3,927,210.789238,6.3,826,1021,94,1331,734,22.1,42.8,1.1265,173
2,1097.930233,210.789238,-200.0,934.059034,838.841682,107,1447.214669,1019.471377,18.145841,49.195886,1.019597,101
2.172036,894,210.789238,2.7,636,1010,56,1308,687,18.2,76.6,1.5907,84
2.6,1230,210.789238,14.5,1133,604,90,1909,1413,33.6,35.7,1.8229,164
3.1,1472,422,14.3,1126,720,106,1816,1460,17.0,50.5,0.9684,211
0.9,1005,210.789238,2.5,620,846,83,1098,572,12.1,67.3,0.9480,111
0.5,868,210.789238,2.8,639,1093,55,1367,610,20.4,63.0,1.4946,109
3.5,1293,210.789238,15.1,1153,602,283,1141,1667,6.6,34.4,0.3359,584
1.7,1032,210.789238,4.9,757,837,113.608264,1182,1001,9.5,81.7,0.9693,254.681129
0.6,882,210.789238,1.7,563,978,84,936,660,8.9,52.7,0.6034,127
3.3,1232,210.789238,11.6,1035,623,132,1296,1256,5.8,81.3,0.7568,536
2.0,1165,210.789238,7.3,870,671,148,1181,1482,9.7,60.0,0.7238,298
0.8,917,210.789238,3.0,654,1169,52,1414,545,17.6,54.6,1.0918,37
2.8,1350,210.789238,15.6,1168,475,160,1564,1539,21.7,39.0,0.9979,388
-200.0,898,210.789238,2.6,624,987,108,825,871,0.8,53.8,0.3542,129
1.4,1023,210.789238,5.4,781,809,81,1195,1019,10.6,78.8,1.0080,295
2.172036,1428,210.789238,25.3,1437,599,113.608264,2156,1526,22.6,39.5,1.0679,254.681129
2.1,1242,210.789238,12.3,1060,745,117,1693,1359,20.2,42.8,0.9983,141
3.3,1590,210.789238,17.3,1219,410,147,1677,1830,17.6,59.7,1.1880,602
2.1,1070,210.789238,10.0,976,808,108,1688,819,34.0,25.6,1.3363,130
1.3,1031,210.789238,4.4,732,872,69,1476,704,19.8,78.0,1.7879,162
1.4,1095,210.789238,7.3,868,676,98,1241,1078,9.2,78.5,0.9143,357
4.1,1222,210.789238,18.0,1239,574,199,1346,1472,2.4,60.2,0.4426,614
0.9,935,210.789238,2.6,628,995,111,986,611,4.4,77.1,0.6523,126
0.8,986,57,3.0,651,1145,74,1380,891,14.5,58.0,0.9488,60
2.172036,932,210.789238,5.6,792,818,113.608264,1323,903,14.9,73.8,1.2400,254.681129
3.2,1252,210.789238,17.8,1233,618,168,1759,1127,31.5,31.4,1.4310,342
2.1,1085,210.789238,7.6,882,705,184,985,1433,9.5,34.6,0.4110,426
2.1,1327,256,9.8,971,803,89,1705,1120,21.6,41.7,1.0606,124
2.7,1229,210.789238,13.9,1114,598,76,1723,1247,19.7,73.7,1.6708,352
0.9,822,210.789238,2.7,632,1074,107,701,442,3.3,31.5,0.2464,187
2.172036,931,210.789238,5.4,784,826,72,1372,833,16.9,79.8,1.5238,173
6.1,1917,471,32.1,1601,631,162,2447,1843,22.5,35.4,0.9547,314
1.4,991,210.789238,4.6,744,863,95,1069,949,7.0,73.6,0.7417,187
2.172036,1044,210.789238,9.7,967,672,113.608264,1540,1133,27.4,41.4,1.4877,254.681129
2.7,1056,210.789238,11.7,1040,711,194,976,1187,13.2,17.3,0.2606,398
1.8,1155,210.789238,5.8,804,815,81,1510,773,19.4,80.5,1.7917,232
1.3,1006,210.789238,5.0,765,848,88,1239,807,15.6,61.7,1.0847,174
0.7,897,210.789238,4.7,750,874,46,1270,799,15.8,73.5,1.3151,156
-200.0,774,210.789238,0.5,441,1646,35,760,282,2.8,54.4,0.4110,42
1.7,1182,210.789238,11.0,1016,658,73,1572,1210,21.8,58.2,1.5036,209
2.7,1270,210.789238,16.3,1189,592,107,1917,1608,28.6,38.7,1.4921,157
2.2,1183,210.789238,11.0,1013,632,128,1306,1186,10.2,61.5,0.7638,310
2.172036,1132,210.789238,10.1,981,850,113.608264,1614,877,16.4,47.8,0.8851,254.681129
2.172036,1070,210.789238,9.3,952,858,113.608264,1573,966,13.8,58.3,0.9147,254.681129
3.8,1179,210.789238,22.5,1364,661,192,1845,1265,39.5,12.6,0.8894,306
2.9,1284,405,13.6,1103,755,116,1704,1064,20.4,34.7,0.8229,167
1.6,1093,210.789238,7.0,858,975,95,1495,816,22.9,37.0,1.0197,96
1.3,1085,210.789238,5.1,769,711,85,1264,820,23.7,39.4,1.1366,156
2.172036,969,210.789238,3.1,659,945,113.608264,1082,691,11.1,65.3,0.8601,254.681129
2.172036,780,210.789238,3.2,666,1099,113.608264,1003,697,3.2,76.8,0.5963,254.681129
1.4,991,210.789238,3.5,681,874,113.608264,1125,718,12.6,62.7,0.9121,254.681129
2.9,1166,210.789238,11.0,1013,643,90,1408,1144,12.1,79.4,1.1201,451
2.5,1393,145,12.5,1067,905,142,1654,1490,24.3,28.3,0.8471,210
2.4,981,210.789238,12.1,1054,768,120,1592,1135,25.2,28.6,0.9008,176
1.6,1166,210.789238,7.5,880,631,149,1280,1238,12.7,62.8,0.9198,248
1.9,1071,210.789238,9.4,955,940,103,1311,977,14.9,59.9,1.0063,232
2.172036,863,210.789238,4.6,745,1098,113.608264,1496,786,19.0,54.0,1.1745,254.681129
0.8,943,210.789238,4.6,746,852,113.608264,1374,864,19.3,68.1,1.5139,254.681129
4,1456,210.789238,19.8,1291,490,137,1753,1592,18.1,62.1,1.2822,641
1.2,998,210.789238,5.7,799,786,67,1435,867,17.4,81.3,1.6066,115
1.3,1039,210.789238,6.1,817,799,55,1502,836,20.1,70.5,1.6384,132
2.172036,1263,210.789238,19.4,1279,559,105,2132,1388,23.0,50.9,1.4105,182
2.4,1197,210.789238,10.9,1012,717,179,1103,1655,11.7,32.7,0.4472,607
1.8,1082,210.789238,9.7,965,760,126,1649,844,39.6,23.3,1.6535,105
4.5,1097.930233,210.789238,-200.0,934.059034,838.841682,225,1447.214669,1019.471377,18.145841,49.195886,1.019597,605
2.172036,833,210.789238,3.0,649,1142,113.608264,1354,437,26.9,35.2,1.2334,254.681129
3,1146,210.789238,14.9,1145,836,126,1647,1011,27.6,22.3,0.8116,162
2.3,1041,210.789238,12.3,1060,748,124,1629,1185,26.9,30.5,1.0671,144
1.7,1026,210.789238,8.5,920,1037,97,1455,746,26.0,22.7,0.7532,104
1,1097.930233,210.789238,-200.0,934.059034,838.841682,59,1447.214669,1019.471377,18.145841,49.195886,1.019597,63
1.5,965,210.789238,5.8,803,802,174,951,889,13.1,32.0,0.4817,280
1.5,1071,210.789238,7.6,882,745,68,1431,962,25.0,49.1,1.5295,154
1.2,1143,210.789238,6.1,818,646,103,1316,1122,14.0,68.6,1.0918,279
2.1,1100,210.789238,11.7,1038,668,92,1873,1080,29.8,45.2,1.8642,109
2.9,1276,210.789238,14.6,1138,628,134,2021,1430,28.2,47.1,1.7752,246
3.0,1457,210.789238,15.6,1167,496,175,1422,1785,3.8,72.4,0.5867,648
1.1,986,210.789238,3.8,700,883,80,1249,768,14.0,84.1,1.3389,133
0.9,1087,210.789238,5.8,803,699,157,1130,907,11.6,54.7,0.7454,314
1.2,936,210.789238,3.5,685,866,124,942,568,15.5,33.9,0.5957,171
0.6,897,210.789238,1.7,563,1417,33,1355,472,16.3,57.0,1.0491,23
0.7,896,210.789238,3.6,687,1006,46,1438,493,36.9,27.1,1.6683,33
0.9,952,210.789238,2.9,648,847,87,1107,792,12.8,64.5,0.9493,109
0.6,892,210.789238,5.1,767,1180,84,1466,657,18.0,51.4,1.0504,71
4.5,1469,210.789238,21.7,1344,677,144,1997,1471,15.5,50.6,0.8840,251
1.2,1198,210.789238,4.9,758,698,107,1277,1001,18.7,48.0,1.0259,142
1.2,1002,210.789238,8.7,928,798,95,1636,629,36.1,26.4,1.5505,73
1.9,1191,210.789238,10.9,1011,620,146,1262,903,23.6,23.2,0.6665,305
-200.0,959,210.789238,1.9,578,909,81,1016,822,10.1,61.9,0.7631,100
2.8,1456,210.789238,10.6,999,835,107,1714,1202,15.7,58.6,1.0396,175
1.9,1055,210.789238,10.3,988,720,113.608264,1490,874,30.1,28.7,1.2052,254.681129
1.3,907,210.789238,3.1,657,981,134,844,569,3.1,48.1,0.3707,190
2.172036,1244,210.789238,14.8,1141,571,113.608264,1671,1337,19.2,71.3,1.5723,254.681129
1.9,1142,210.789238,9.1,945,672,68,1775,799,27.3,57.1,2.0426,65
4.6,1326,210.789238,18.5,1253,514,225,1479,1615,8.4,54.7,0.6057,565
2.172036,947,210.789238,4.8,751,922,113.608264,1358,595,36.5,20.8,1.2446,254.681129
1.4,1024,210.789238,9.2,945,729,185,1073,1026,5.3,44.4,0.3970,302
0.3,716,210.789238,0.7,473,1595,41,734,343,4.7,41.4,0.3576,54
3,1051,210.789238,17.3,1220,739,161,1729,1077,31.4,18.5,0.8376,201
2.172036,1459,210.789238,14.2,1124,736,113.608264,1823,1300,19.9,47.5,1.0912,254.681129
2,1035,210.789238,10.9,1011,750,94,1752,1039,23.0,48.1,1.3322,95
2.172036,783,210.789238,1.3,529,1437,24,1435,466,16.5,82.3,1.5318,16
1.9,1123,210.789238,13.1,1088,746,92,1789,1191,24.0,36.6,1.0772,157
1.8,1211,145,10.9,1010,816,98,1619,1246,20.5,41.5,0.9864,98
2.2,1100,210.789238,13.7,1107,676,173,1801,876,35.5,25.7,1.4626,129
1.4,916,210.789238,3.8,701,954,133,899,791,6.4,44.2,0.4280,197
5.4,1640,210.789238,27.1,1480,432,201,1865,2041,13.8,67.0,1.0513,955
3.8,1316,210.789238,19.9,1293,538,144,1682,1559,19.4,49.8,1.1095,562
0.4,828,210.789238,2.5,618,1039,25,1354,560,23.6,49.2,1.4153,23
0.6,864,210.789238,1.6,554,1159,79,819,545,4.1,48.1,0.3975,105
3.3,1408,210.789238,16.7,1202,506,151,1411,1774,12.7,45.5,0.6648,492
2.172036,985,210.789238,9.5,957,773,113.608264,1426,860,20.8,45.8,1.1126,254.681129
4.4,1133,210.789238,17.2,1215,674,179,1196,1415,10.1,29.7,0.3666,727
1.8,1088,210.789238,14.0,1116,1128,112,1449,1060,31.6,16.4,0.7489,127
4,1330,210.789238,14.7,1140,759,131,1780,1062,20.7,42.8,1.0298,195
0.8,891,210.789238,3.3,668,991,110,819,549,9.7,30.8,0.3716,147
1.3,1136,210.789238,7.7,885,806,163,1006,1403,7.1,43.2,0.4360,348
2.172036,1093,210.789238,8.5,918,857,113.608264,1589,939,11.0,75.0,0.9821,254.681129
1.6,1184,43,5.4,782,1176,82,1365,1043,8.8,63.9,0.7256,83
0.9,938,210.789238,3.4,679,829,80,1144,798,13.0,70.2,1.0457,118
2.172036,934,210.789238,2.3,609,976,55,1094,581,13.7,61.1,0.9537,70
1.6,989,210.789238,7.8,889,889,89,1602,664,35.3,20.8,1.1664,85
3.3,1280,210.789238,15.5,1165,533,192,1435,1605,7.6,59.8,0.6245,583
1.6,1090,210.789238,5.2,773,1105,83,1429,761,13.9,55.9,0.8842,86
3.7,1258,210.789238,19.1,1272,541,77,1804,1325,19.3,70.8,1.5728,454
3.5,1353,434,17.8,1235,740,119,1937,1175,8.6,75.1,0.8415,202
1.4,1033,210.789238,7.0,856,774,62,1736,769,27.4,59.4,2.1395,60
4.0,1346,210.789238,14.2,1124,502,192,1490,1598,15.3,52.6,0.9060,510
2.6,1187,210.789238,9.6,961,685,115,1408,1017,11.9,88.7,1.2352,497
0.7,841,210.789238,3.3,673,1061,56,1394,451,33.6,28.8,1.4695,40
2.172036,1088,210.789238,7.9,893,892,113.608264,1565,741,12.1,75.6,1.0662,254.681129
2.172036,1003,210.789238,6.8,849,800,113.608264,1511,710,32.3,31.8,1.5128,254.681129
0.7,858,210.789238,4.8,756,1159,73,1209,564,17.3,25.6,0.5032,65
2.172036,1138,210.789238,7.5,880,727,113.608264,1538,1034,21.6,60.8,1.5496,254.681129
4.7,1097.930233,210.789238,-200.0,934.059034,838.841682,276,1447.214669,1019.471377,18.145841,49.195886,1.019597,746
0.1,774,210.789238,1.7,560,1386,51,1107,532,11.6,40.0,0.5462,45
9.3,1097.930233,210.789238,-200.0,934.059034,838.841682,248,1447.214669,1019.471377,18.145841,49.195886,1.019597,1310
2.172036,977,210.789238,4.5,737,1025,113.608264,1450,686,17.8,49.5,0.9986,254.681129
0.8,937,210.789238,2.2,600,985,113.608264,873,885,4.7,53.1,0.4589,254.681129
1.7,1019,210.789238,5.5,788,828,85,1267,812,11.4,83.7,1.1278,226
3.4,1560,214,14.7,1140,784,146,1818,1648,16.7,49.6,0.9320,217
2.1,1126,210.789238,13.4,1097,723,152,1810,1015,39.3,22.2,1.5520,141
1,1097.930233,210.789238,-200.0,934.059034,838.841682,60,1447.214669,1019.471377,18.145841,49.195886,1.019597,48
2.172036,1124,210.789238,9.2,949,827,113.608264,1671,1008,16.2,60.0,1.0937,254.681129
2.172036,952,210.789238,4.1,717,879,89,1481,1164,23.4,47.4,1.3475,64
0.7,812,210.789238,3.2,664,1212,57,1215,518,21.1,44.5,1.0980,79
-200.0,872,210.789238,1.7,558,1054,101,807,853,0.5,59.4,0.3841,114
5.3,1315,210.789238,19.0,1269,551,236,1282,1860,6.1,34.0,0.3237,754
2.172036,1028,210.789238,14.9,1146,638,113.608264,1766,1080,21.7,49.1,1.2602,254.681129
2.1,1051,210.789238,8.4,914,707,167,1122,913,10.9,44.8,0.5849,317
1.9,1125,210.789238,11.1,1016,712,124,1725,1256,25.3,40.7,1.2921,168
0.2,879,210.789238,3.6,687,980,107,914,564,4.5,51.0,0.4327,167
3.5,1335,210.789238,21.6,1340,519,133,2141,1651,29.0,37.6,1.4866,236
4.7,1518,210.789238,19.9,1293,515,170,1602,2048,13.8,67.8,1.0609,798
2.172036,925,210.789238,7.8,890,808,72,1480,898,24.7,32.1,0.9878,50
4.3,1097.930233,210.789238,-200.0,934.059034,838.841682,250,1447.214669,1019.471377,18.145841,49.195886,1.019597,702
3.3,1357,210.789238,17.7,1230,542,103,1834,1373,25.2,53.3,1.6834,404
1.3,1019,210.789238,8.0,901,750,64,1438,960,17.0,70.1,1.3512,231
4.1,1420,210.789238,25.0,1430,512,81,2194,1510,20.4,72.8,1.7198,525
0.8,922,210.789238,2.4,611,962,89,867,893,1.9,60.0,0.4276,108
2.9,1163,210.789238,9.4,954,600,157,1369,1118,17.6,54.4,1.0839,388
7.2,1521,210.789238,25.0,1430,449,187,1907,1761,17.3,58.2,1.1435,691
2.5,1146,210.789238,13.0,1084,713,121,1829,1215,27.3,35.3,1.2606,159
3.3,1258,210.789238,18.7,1261,514,96,1940,1603,26.2,45.0,1.5098,406
6.6,1097.930233,210.789238,-200.0,934.059034,838.841682,229,1447.214669,1019.471377,18.145841,49.195886,1.019597,1237
0.9,958,210.789238,5.9,805,886,74,1551,835,22.0,51.0,1.3296,92
0.9,863,210.789238,1.3,531,1097,36,1095,606,14.7,59.8,0.9968,45
4.0,1364,210.789238,12.3,1061,534,179,1436,1397,15.6,58.0,1.0197,590
1.5,1079,210.789238,11.1,1019,749,113,1559,929,42.8,14.3,1.2003,108
1.6,1139,210.789238,7.2,865,625,111,1362,1119,16.5,63.8,1.1873,209
2.172036,1026,210.789238,6.0,813,843,113.608264,1463,692,38.8,19.8,1.3513,254.681129
9.9,1881,210.789238,50.8,1983,334,269,2271,2523,12.6,55.9,0.8142,1479
4.5,1491,721,23.3,1385,685,165,1915,1486,24.3,30.1,0.9012,223
5.6,1583,210.789238,29.4,1538,461,160,2214,1788,23.0,56.4,1.5614,803
2,1040,210.789238,9.2,946,827,116,1424,952,24.7,37.1,1.1397,234
5.8,1570,210.789238,32.9,1617,426,151,2170,1944,22.1,56.6,1.4851,844
2.172036,885,210.789238,6.0,812,1100,113.608264,1495,675,22.8,37.6,1.0315,254.681129
3.1,1153,210.789238,15.6,1168,842,121,1644,1021,24.3,19.8,0.5933,163
5.9,1609,210.789238,29.5,1540,486,139,1961,1803,11.3,75.3,1.0048,948
3.6,1289,210.789238,14.7,1140,590,168,1317,1532,6.5,67.6,0.6608,560
1.3,1167,210.789238,8.2,907,681,55,1548,1082,20.6,67.5,1.6210,211
3.1,1009,210.789238,10.5,995,784,140,1201,1016,14.4,39.2,0.6407,386
2.172036,913,210.789238,4.5,735,905,113.608264,1024,706,11.8,44.3,0.6141,254.681129
2.172036,820,210.789238,2.2,598,1065,30,1511,684,23.8,65.7,1.9079,23
1.1,1097.930233,210.789238,-200.0,934.059034,838.841682,52,1447.214669,1019.471377,18.145841,49.195886,1.019597,92
3.5,1273,458,14.4,1130,795,136,1744,1071,10.8,65.7,0.8486,190
2.172036,1436,210.789238,25.2,1435,479,113.608264,1911,1710,18.3,63.8,1.3310,254.681129
3.3,1167,210.789238,17.7,1231,659,124,1745,1199,23.8,46.1,1.3373,365
3.9,1419,210.789238,19.3,1277,459,144,1603,1631,13.3,61.2,0.9330,495
0.9,835,210.789238,3.7,691,1265,67,1182,517,19.1,25.9,0.5673,52
1.5,1138,210.789238,9.0,938,700,87,1500,1098,22.1,61.3,1.6053,147
0.9,987,210.789238,4.5,740,1105,53,1407,523,26.7,28.1,0.9688,54
1.4,1097.930233,210.789238,-200.0,934.059034,838.841682,76,1447.214669,1019.471377,18.145841,49.195886,1.019597,89
1.2,974,61,3.6,690,1208,83,1313,733,9.4,62.6,0.7398,67
1.0,937,210.789238,3.7,694,915,81,1054,817,6.5,79.7,0.7751,194
2.3,1143,210.789238,7.6,882,738,86,1260,1069,10.8,77.5,1.0027,289
0.8,1097.930233,210.789238,-200.0,934.059034,838.841682,55,1447.214669,1019.471377,18.145841,49.195886,1.019597,44
2.172036,1188,210.789238,10.8,1007,668,113.608264,1577,1128,20.8,65.6,1.5898,254.681129
2.172036,1055,210.789238,10.0,979,694,113.608264,1517,1086,25.4,35.2,1.1288,254.681129
0.7,910,210.789238,1.8,570,964,62,1060,670,12.8,63.6,0.9360,73
4.8,1740,210.789238,22.8,1372,671,157,2144,1476,13.0,61.6,0.9209,320
2,1243,178,8.7,928,852,100,1622,1079,17.5,50.9,1.0090,109
0.7,935,210.789238,4.1,716,915,62,1415,877,20.2,48.5,1.1319,50
-200.0,874,210.789238,0.7,472,1179,45,803,382,6.4,49.8,0.4814,49
2.172036,892,210.789238,6.9,853,1080,113.608264,1509,666,26.0,29.4,0.9760,254.681129
3,1167,210.789238,14.5,1134,709,113,1920,1083,17.4,61.1,1.2060,182
1.1,890,210.789238,3.6,688,1015,113.608264,897,840,11.7,33.8,0.4623,254.681129
0.4,732,210.789238,1.0,503,1525,113.608264,1321,441,21.0,47.1,1.1546,254.681129
0.8,759,210.789238,3.8,699,1223,78,799,501,15.9,18.2,0.3255,140
1.7,1123,210.789238,9.2,945,623,135,1303,856,25.1,28.5,0.8932,227
5,1557,386,27.0,1478,793,158,1981,1569,25.9,16.0,0.5237,299
1.4,1061,210.789238,5.7,800,819,106,1232,862,12.6,74.3,1.0843,200
5.5,1616,210.789238,22.4,1363,442,196,1701,1918,12.6,65.2,0.9474,833
2.7,1144,210.789238,13.4,1096,643,167,1394,1258,10.2,71.3,0.8859,531
1.9,1131,210.789238,9.7,965,843,103,1520,1223,19.1,38.3,0.8381,107
2.172036,975,210.789238,6.2,822,852,113.608264,1049,876,8.5,43.6,0.4865,254.681129
1.7,1085,210.789238,9.5,959,827,88,1747,963,27.7,40.6,1.4828,75
3.3,1308,210.789238,14.0,1117,549,235,1261,1795,10.5,38.9,0.4926,691
2.4,1148,210.789238,15.0,1149,924,152,1473,1047,35.4,16.6,0.9385,329
4.5,1520,210.789238,30.1,1552,568,198,1615,2104,16.0,38.6,0.6952,801
2.172036,1042,210.789238,8.8,932,752,113.608264,1530,717,33.6,25.7,1.3101,254.681129
1.6,1106,210.789238,8.6,924,725,62,1757,910,30.7,48.1,2.0821,58
4.5,1379,210.789238,20.6,1312,683,179,1870,1382,24.1,29.9,0.8879,267
1.7,897,210.789238,6.7,845,942,135,943,787,7.8,36.8,0.3908,322
2.172036,978,210.789238,6.6,840,852,113.608264,1422,694,38.5,18.0,1.2055,254.681129
1.8,1084,210.789238,7.0,855,748,193,939,1446,5.8,42.0,0.3904,332
9.1,1701,210.789238,36.3,1692,402,252,1832,2415,6.2,56.9,0.5419,1220
2.172036,1108,210.789238,10.2,985,727,108,1708,1001,36.8,27.2,1.6623,98
2.172036,837,210.789238,2.2,597,1129,113.608264,1414,478,25.9,46.3,1.5240,254.681129
1.4,1004,210.789238,4.8,753,879,106,942,1036,4.2,57.1,0.4759,181
0.4,844,210.789238,0.6,453,1378,113.608264,748,337,6.9,40.9,0.4091,254.681129
1,854,210.789238,5.0,764,932,76,1476,922,19.3,51.4,1.1387,88
5.6,1441,210.789238,32.4,1606,503,159,2568,1786,25.5,43.1,1.3891,348
0.3,771,210.789238,0.9,490,1419,39,990,411,6.3,84.8,0.8148,48
1.5,1021,77,5.2,776,1144,87,1307,753,9.4,53.4,0.6300,94
