CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,NOx
3.8,1100.524233,233.426724,-200.0,938.447755,832.57092,267,1453.531792,1024.248555,18.240418,49.181414,1.016622,589
1.5,1182,233.426724,5.0,761,677,97,1338,1019,17.5,67.1,1.3342,206
2.4,1250,233.426724,10.3,990,579,169,1262,1291,22.2,28.1,0.7426,353
2.8,1183,233.426724,18.0,1241,721,167,1937,1308,39.5,18.3,1.2917,183
3.5,1100.524233,233.426724,-200.0,938.447755,832.57092,164,1453.531792,1024.248555,18.240418,49.181414,1.016622,521
2.8,1100.524233,233.426724,-200.0,938.447755,832.57092,113.096025,1453.531792,1024.248555,18.240418,49.181414,1.016622,241.724316
2.142522,1100.524233,233.426724,-200.0,938.447755,832.57092,113.096025,1453.531792,1024.248555,18.240418,49.181414,1.016622,241.724316
0.4,804,233.426724,2.8,636,1185,36,1321,424,31.8,22.3,1.0366,21
2.1,962,233.426724,9.6,963,835,96,1592,843,27.0,27.9,0.9812,164
0.6,811,233.426724,1.7,559,1170,50,1085,558,13.7,64.4,1.0036,71
3.6,1252,233.426724,20.9,1320,499,99,2001,1374,20.6,62.3,1.4915,451
1.4,997,233.426724,8.8,933,799,93,1612,763,26.7,36.4,1.2596,89
2.6,1177,233.426724,10.3,987,692,119,1324,1229,16.2,54.5,0.9956,429
-200.0,970,233.426724,2.1,592,909,120,1018,509,12.9,50.4,0.7448,190
3.3,1385,233.426724,17.3,1218,478,135,1620,1494,13.4,68.1,1.0441,399
1.3,1072,233.426724,9.9,976,740,88,1673,1340,23.9,39.3,1.1522,144
1.5,973,233.426724,7.0,858,941,92,1584,779,21.1,46.2,1.1389,137
2.4,1095,233.426724,11.3,1024,708,121,1219,1246,8.1,53.2,0.5746,360
0.9,898,233.426724,4.2,721,912,113.096025,1264,594,27.1,33.3,1.1762,241.724316
1.9,956,233.426724,5.7,796,915,132,861,1084,4.5,43.9,0.3728,248
2.6,1301,321,12.3,1059,787,107,1727,1297,23.9,33.7,0.9837,161
2.142522,911,233.426724,4.0,710,932,113.096025,1226,850,17.5,57.1,1.1311,241.724316
0.7,923,233.426724,2.5,616,874,64,1169,790,13.9,68.7,1.0892,83
1.8,998,233.426724,9.5,958,881,107,1657,778,31.5,28.7,1.3058,125
0.4,920,233.426724,2.2,601,974,80,920,925,3.9,65.5,0.5367,87
0.7,966,233.426724,2.0,587,921,90,1017,846,11.5,56.8,0.7706,106
1.2,982,233.426724,2.5,617,891,113.096025,977,1024,4.5,70.6,0.6004,241.724316
0.9,910,233.426724,2.9,644,971,106,873,428,21.6,20.8,0.5292,149
1.6,1090,233.426724,6.0,812,753,117,1213,1001,12.1,65.6,0.9222,242
2.142522,821,233.426724,3.7,696,1032,113.096025,1013,783,7.2,62.2,0.6362,241.724316
2.1,1109,233.426724,7.1,863,737,208,960,1527,5.4,43.5,0.3922,360
0.3,781,233.426724,0.4,425,1609,28,667,261,3.8,48.0,0.3879,29
2.142522,927,233.426724,5.2,774,883,113.096025,976,755,8.6,45.1,0.5038,241.724316
0.8,798,233.426724,2.5,621,1115,62,1041,524,10.6,61.3,0.7856,109
1.8,1073,181,9.7,966,935,87,1537,805,16.6,36.7,0.6867,128
4.6,1442,669,21.5,1337,630,134,2004,1523,15.3,46.8,0.8074,243
1.6,973,233.426724,5.3,777,858,165,844,719,13.9,20.7,0.3271,286
0.3,916,233.426724,4.2,720,912,126,922,707,4.8,49.7,0.4305,188
2.6,1100.524233,196,-200.0,938.447755,832.57092,111,1453.531792,1024.248555,18.240418,49.181414,1.016622,250
3.3,1304,233.426724,13.0,1085,571,129,1385,1419,9.5,71.3,0.8458,467
2.5,1100.524233,233.426724,-200.0,938.447755,832.57092,105,1453.531792,1024.248555,18.240418,49.181414,1.016622,96
2.4,1055,233.426724,15.3,1157,762,168,1674,985,39.6,13.2,0.9332,216
0.7,891,233.426724,1.8,567,1031,79,881,418,13.1,41.3,0.6184,105
3.5,1035,233.426724,14.7,1141,670,200,1018,1196,10.4,18.0,0.2269,399
1.6,982,233.426724,8.2,906,784,91,1561,1002,28.4,34.4,1.3140,79
2.142522,833,233.426724,4.5,737,1021,113.096025,1162,483,20.8,37.4,0.9107,241.724316
1.2,979,233.426724,6.1,818,797,72,1590,732,28.2,45.9,1.7272,57
1.1,918,233.426724,5.3,779,896,89,1537,551,35.8,27.7,1.6041,65
2.3,1206,233.426724,9.8,969,701,95,1365,1178,14.3,63.3,1.0266,363
2.2,1021,233.426724,13.2,1092,764,150,1606,908,37.5,14.3,0.9099,161
1.5,1074,233.426724,7.6,884,764,57,1726,838,28.1,54.1,2.0290,63
1.1,915,233.426724,3.0,653,973,94,905,901,2.6,63.2,0.4721,169
6.6,1303,233.426724,28.9,1524,515,113.096025,1744,1580,10.6,53.4,0.6818,241.724316
1.3,1027,95,5.9,809,1081,88,1442,733,13.6,53.0,0.8209,106
1.1,923,233.426724,2.7,634,984,75,943,875,3.1,69.2,0.5337,123
1.7,951,233.426724,7.0,859,897,113.096025,1267,718,29.3,20.4,0.8162,241.724316
2.142522,1000,233.426724,7.0,857,767,113.096025,1634,689,29.1,46.9,1.8652,241.724316
2.9,1276,233.426724,18.0,1241,642,171,2024,1784,34.2,30.7,1.6252,274
1.3,974,233.426724,8.8,930,872,97,1536,712,33.9,21.3,1.1067,104
2.6,1490,233.426724,11.7,1039,782,108,1757,1422,16.3,50.0,0.9158,182
6.3,1673,233.426724,34.0,1643,436,182,2259,1781,24.6,50.0,1.5241,572
1.4,1014,233.426724,5.0,761,806,136,972,722,9.0,44.9,0.5173,198
3.4,1164,233.426724,15.0,1148,741,127,1824,1130,16.0,50.9,0.9211,224
2.142522,1589,233.426724,24.6,1418,452,113.096025,2015,1823,25.4,55.1,1.7610,241.724316
1.0,890,233.426724,2.0,585,1097,92,776,454,7.2,34.2,0.3488,129
0.7,833,233.426724,3.3,671,1061,113.096025,1482,705,23.1,47.4,1.3208,241.724316
2.6,1055,233.426724,5.4,783,805,137,969,1167,6.7,47.6,0.4688,221
2.3,1352,233.426724,20.0,1296,534,84,1846,1337,26.4,45.9,1.5572,211
1.7,897,233.426724,7.4,875,937,88,1227,902,18.4,33.2,0.6975,223
4.3,1397,655,18.3,1248,659,119,1906,1534,15.8,46.8,0.8328,263
5.2,1387,233.426724,26.7,1473,508,194,2065,1510,26.7,43.3,1.4881,460
2.9,1338,233.426724,16.9,1208,539,123,1600,1481,18.0,58.0,1.1901,469
2.0,1197,233.426724,9.1,943,599,130,1294,951,25.5,28.3,0.9124,256
2.4,1003,233.426724,10.9,1009,823,96,1710,1015,25.3,35.8,1.1421,181
1.1,1041,233.426724,7.2,865,757,53,1486,902,18.6,74.9,1.5918,164
5.7,1578,233.426724,27.6,1494,448,160,1854,1800,9.9,77.6,0.9488,980
1.4,1029,233.426724,3.8,699,851,140,1001,795,7.7,56.9,0.5994,193
1.4,941,89,5.3,780,1080,84,1343,720,16.3,38.4,0.7052,113
2.4,1100.524233,233.426724,-200.0,938.447755,832.57092,115,1453.531792,1024.248555,18.240418,49.181414,1.016622,325
0.6,883,233.426724,1.2,518,1135,81,962,606,3.3,84.5,0.6612,87
1.1,883,233.426724,4.4,731,988,87,1384,693,30.6,28.4,1.2247,56
0.8,835,233.426724,3.6,690,1183,71,1257,621,20.1,47.8,1.1144,122
2.1,1262,233.426724,16.9,1208,587,215,1219,1577,8.4,36.5,0.4035,716
2.9,1263,233.426724,15.5,1164,581,147,1338,1587,10.6,64.1,0.8182,508
2.6,1006,233.426724,10.3,987,1028,124,1247,964,14.5,45.4,0.7458,285
1.9,1069,233.426724,6.9,854,780,99,1242,999,13.4,61.9,0.9513,252
1.9,1093,143,8.8,933,976,87,1454,777,13.4,41.0,0.6292,112
0.8,948,233.426724,3.8,702,801,78,1164,818,11.0,73.1,0.9554,146
2.142522,800,233.426724,2.4,615,1064,46,1396,614,24.6,43.4,1.3248,29
1.6,1129,233.426724,5.5,788,692,111,1305,920,20.8,50.4,1.2213,220
1.2,925,233.426724,5.1,768,987,70,1289,541,31.1,26.1,1.1630,119
2.2,1100.524233,233.426724,-200.0,938.447755,832.57092,136,1453.531792,1024.248555,18.240418,49.181414,1.016622,190
0.8,825,233.426724,3.8,702,1077,57,1267,458,38.4,16.4,1.0957,53
2.4,1280,233.426724,11.4,1029,564,123,1366,1363,11.4,69.6,0.9373,399
2.142522,890,233.426724,4.7,749,953,113.096025,1332,483,34.5,20.5,1.1028,241.724316
1.5,1024,233.426724,7.6,882,791,87,1662,1072,25.3,47.6,1.5130,77
2.142522,963,233.426724,5.8,804,791,69,1658,861,26.7,53.3,1.8366,78
3.5,1326,233.426724,24.5,1416,499,68,1971,1395,20.2,66.6,1.5567,366
0.7,958,233.426724,4.9,758,858,134,985,719,4.3,56.4,0.4721,206
3.1,1316,233.426724,13.4,1099,610,137,1451,1268,13.2,72.8,1.0984,412
1.1,937,233.426724,2.6,625,977,120,983,798,5.1,74.5,0.6626,142
1,886,233.426724,2.7,633,1071,113.096025,1214,453,33.0,23.5,1.1583,241.724316
0.8,889,233.426724,2.3,603,1022,80,853,382,22.0,20.2,0.5274,112
2.142522,1086,233.426724,9.2,947,724,115,1724,1134,24.7,46.8,1.4337,181
2.142522,1186,233.426724,11.8,1042,808,113.096025,1684,1038,10.0,80.5,0.9853,241.724316
3.5,980,233.426724,14.5,1132,742,151,1102,1125,12.8,21.7,0.3182,460
5.9,1559,233.426724,31.5,1586,421,127,2197,1827,25.4,50.7,1.6187,544
2.142522,902,233.426724,5.5,790,856,113.096025,1428,799,24.7,41.6,1.2751,241.724316
2.142522,781,233.426724,2.9,645,1088,113.096025,986,719,5.6,67.9,0.6247,241.724316
2.142522,1323,233.426724,16.3,1190,698,113.096025,1702,1479,28.7,30.3,1.1769,241.724316
2.4,1293,233.426724,12.1,1052,536,172,1332,1593,17.7,39.7,0.7990,393
2.142522,1118,233.426724,9.8,970,837,113.096025,1705,1019,13.4,67.4,1.0292,241.724316
1.5,927,233.426724,5.8,805,965,140,918,1007,5.8,43.4,0.4037,289
4.5,1738,233.426724,20.4,1309,424,231,1543,2494,10.1,59.9,0.7379,743
3.6,1267,233.426724,22.0,1352,651,124,1961,1196,21.0,37.8,0.9298,188
1.5,1068,233.426724,8.4,917,736,59,1728,916,30.8,45.0,1.9733,70
2.9,1229,233.426724,16.3,1188,557,97,2033,1412,24.5,66.2,2.0011,237
3,1182,233.426724,14.1,1119,733,121,1831,1032,13.6,65.5,1.0184,219
2.2,1205,233.426724,10.7,1002,612,212,1299,1214,8.5,66.3,0.7387,385
4.6,1443,233.426724,25.6,1443,543,202,2332,1559,34.7,31.9,1.7325,286
2.142522,1124,233.426724,10.2,984,678,97,1826,902,21.5,78.4,1.9818,115
2.142522,945,233.426724,4.3,726,1053,113.096025,1432,637,16.3,55.3,1.0146,241.724316
1.3,967,233.426724,6.1,814,854,113.096025,1385,703,30.1,26.7,1.1217,241.724316
-200.0,862,233.426724,2.3,609,1101,74,810,757,4.6,45.1,0.3861,82
2.142522,1506,233.426724,20.7,1315,512,113.096025,1954,1395,23.9,54.6,1.5936,241.724316
2.6,1223,212,11.0,1014,781,108,1666,1219,17.6,46.7,0.9324,172
3.3,1253,233.426724,16.0,1179,573,210,1268,1387,8.5,39.0,0.4336,421
2.5,1142,233.426724,13.9,1115,776,96,1735,1091,24.3,29.8,0.8926,144
2.2,1100.524233,233.426724,-200.0,938.447755,832.57092,147,1453.531792,1024.248555,18.240418,49.181414,1.016622,250
1.1,944,233.426724,10.7,1005,874,109,1633,1094,21.3,55.8,1.3974,363
0.4,892,233.426724,3.8,702,935,188,924,735,5.0,51.4,0.4534,297
0.5,966,233.426724,5.8,802,968,60,1383,607,41.3,11.9,0.9252,46
3.4,1303,233.426724,17.6,1226,521,173,1554,1457,14.6,54.0,0.8946,538
5.6,1440,233.426724,31.0,1573,491,204,1997,1643,25.3,33.0,1.0473,578
2.142522,877,233.426724,1.6,549,1265,26,1317,463,19.6,47.7,1.0736,14
1.5,1060,233.426724,14.2,1122,863,119,1721,836,30.9,24.4,1.0724,116
2.142522,869,233.426724,2.9,648,953,113.096025,1401,644,22.7,60.8,1.6519,241.724316
1.7,1074,102,6.4,832,951,75,1507,980,11.4,69.8,0.9390,101
1,935,233.426724,5.2,774,825,53,1562,687,27.1,48.2,1.7075,43
2.3,1142,233.426724,7.2,866,815,107,1329,939,13.8,77.3,1.2169,348
0.9,923,233.426724,3.2,664,988,67,1121,822,11.8,71.8,0.9909,177
5.2,1319,233.426724,20.8,1319,539,178,1735,1384,16.7,58.0,1.0916,600
2.8,1180,233.426724,11.1,1020,656,199,1054,1629,5.1,36.4,0.3230,473
2.1,1169,233.426724,7.9,895,681,192,1201,1106,5.5,81.5,0.7393,318
2.142522,1333,233.426724,22.0,1350,511,160,2186,1655,26.8,46.6,1.6157,237
2.142522,942,233.426724,7.3,871,832,113.096025,1314,765,17.9,46.5,0.9474,241.724316
0.2,715,233.426724,0.5,445,1601,29,925,373,8.0,64.5,0.6950,32
0.7,923,233.426724,4.6,744,908,64,1394,815,22.3,55.8,1.4828,80
3.6,1496,509,19.8,1292,680,145,1878,1300,27.3,30.0,1.0752,178
4.5,1309,233.426724,23.1,1379,555,175,1841,1693,20.9,45.8,1.1159,524
2.1,1204,233.426724,14.6,1136,648,112,1782,1491,25.1,49.4,1.5480,346
0.7,868,233.426724,3.9,707,1063,85,1325,417,40.2,17.7,1.2989,63
2.4,1112,233.426724,15.4,1161,866,151,1499,1088,34.3,17.7,0.9416,345
4.1,1580,644,19.9,1295,639,115,1957,1489,13.2,61.1,0.9256,230
1.6,990,233.426724,7.6,881,985,81,1685,874,22.4,47.9,1.2817,133
0.3,679,233.426724,0.6,449,1666,31,800,314,10.7,36.1,0.4639,42
2.142522,996,233.426724,7.3,868,957,51,1741,857,20.8,64.8,1.5680,69
2.3,1408,294,12.1,1052,761,124,1684,1443,16.8,53.2,1.0100,149
2.142522,1105,233.426724,8.2,908,900,113.096025,1566,923,16.5,52.8,0.9860,241.724316
1.4,1044,233.426724,12.6,1069,889,123,1683,942,28.9,26.0,1.0188,144
1.7,1020,233.426724,7.3,869,793,95,1410,869,17.1,77.9,1.5081,211
3.2,1517,233.426724,17.4,1222,437,146,1750,1470,14.8,73.6,1.2331,580
1.4,1115,233.426724,5.3,778,749,135,1158,994,10.9,55.9,0.7312,203
1.6,1053,94,6.2,823,1040,77,1386,810,17.4,35.4,0.6990,87
2.142522,1072,233.426724,6.4,831,757,113.096025,1677,857,30.3,47.3,2.0034,241.724316
0.5,841,233.426724,4.0,713,1293,80,1356,559,18.4,43.9,0.9192,84
2.142522,969,233.426724,5.1,769,866,60,1485,1063,24.5,40.4,1.2251,43
0.8,962,233.426724,4.7,747,813,113.096025,1431,913,23.0,52.7,1.4568,241.724316
2.8,1214,233.426724,14.2,1124,659,156,1302,1345,16.8,36.7,0.6944,465
2.142522,1097,233.426724,6.5,833,853,113.096025,1470,1015,24.8,48.2,1.4883,241.724316
0.9,927,233.426724,3.3,671,2009,74,1098,792,8.9,79.2,0.9067,135
2.2,1193,233.426724,14.7,1139,563,47,2009,1257,24.5,61.3,1.8522,143
1.4,989,68,4.0,709,1225,80,1233,469,17.9,30.8,0.6258,75
3.9,1172,233.426724,15.3,1159,621,193,1461,1243,10.3,71.1,0.8878,580
2.142522,987,233.426724,5.4,782,875,113.096025,1514,593,34.9,29.5,1.6275,241.724316
4.2,1435,233.426724,21.6,1341,501,131,1787,1480,12.9,73.8,1.0937,804
2.142522,988,233.426724,7.1,862,736,113.096025,1539,893,24.6,50.9,1.5508,241.724316
0.2,862,233.426724,4.9,757,983,116,938,879,1.3,65.3,0.4457,227
1.0,845,233.426724,1.8,569,1151,95,709,397,7.9,25.9,0.2774,128
2.142522,939,233.426724,6.9,853,890,81,1528,679,31.7,26.4,1.2153,96
1.9,1117,233.426724,9.2,946,909,86,1657,915,24.6,36.7,1.1202,105
0.6,784,233.426724,0.8,479,1365,37,905,477,8.8,62.9,0.7154,41
1.5,995,233.426724,9.5,959,856,116,1544,690,33.9,18.4,0.9587,111
-200.0,747,233.426724,0.2,390,1775,20,738,266,3.3,52.8,0.4137,20
2.142522,1103,233.426724,17.7,1232,679,113.096025,1732,1085,35.3,16.8,0.9448,241.724316
1.5,942,233.426724,6.8,849,907,107,1496,894,23.4,39.4,1.1172,177
0.4,891,233.426724,3.9,705,980,46,1534,806,27.3,41.6,1.4906,27
2.6,1378,233.426724,15.9,1177,548,92,1775,1266,29.6,42.3,1.7248,238
0.9,903,233.426724,2.5,618,933,121,899,575,14.2,36.9,0.5939,183
2.5,1247,134,12.3,1060,1032,114,1525,1069,28.5,14.9,0.5708,147
0.6,859,233.426724,3.8,698,1254,89,1157,819,22.3,33.6,0.8959,105
2,1021,233.426724,7.9,896,741,140,1314,907,14.2,66.4,1.0673,340
1.9,1111,233.426724,9.8,970,667,62,1594,1441,20.3,71.1,1.6803,266
2.142522,1333,233.426724,17.1,1212,668,113.096025,1854,1573,22.3,36.9,0.9838,241.724316
1.8,1220,233.426724,5.7,796,652,121,1367,896,13.9,83.6,1.3208,285
1.3,874,233.426724,3.1,657,985,85,867,930,1.5,61.4,0.4235,129
-200.0,873,233.426724,1.5,549,1106,113.096025,1008,791,6.9,76.4,0.7661,241.724316
2.6,1207,233.426724,14.6,1136,645,152,1696,1024,30.5,34.9,1.5015,278
2.142522,1094,233.426724,9.7,966,877,113.096025,1519,919,21.0,30.6,0.7538,241.724316
1.2,1020,233.426724,7.2,866,749,59,1440,1087,15.8,79.6,1.4170,253
0.9,913,233.426724,4.4,734,864,113.096025,1338,646,25.6,37.6,1.2131,241.724316
2.5,1100.524233,233.426724,-200.0,938.447755,832.57092,112,1453.531792,1024.248555,18.240418,49.181414,1.016622,341
6.7,1571,233.426724,31.8,1593,469,173,2409,1686,25.1,55.8,1.7511,615
1.6,932,233.426724,5.1,767,888,167,920,669,4.2,49.5,0.4118,248
2.3,1176,233.426724,9.8,969,612,113.096025,1196,1300,18.8,26.2,0.5637,241.724316
1.6,1044,135,8.0,900,934,96,1471,919,13.8,47.4,0.7435,137
4.7,1495,233.426724,21.8,1345,467,147,1649,1853,10.0,82.5,1.0150,866
1.2,1019,233.426724,6.7,842,935,73,1565,729,37.2,20.5,1.2813,70
0.5,852,233.426724,2.8,641,1012,44,1172,710,17.0,64.5,1.2374,83
0.9,838,233.426724,3.5,685,1176,54,1121,465,23.4,27.1,0.7681,119
2.1,1038,233.426724,12.1,1053,744,116,1631,1095,24.0,34.9,1.0271,122
0.6,972,233.426724,1.8,571,931,72,1063,764,10.1,69.8,0.8619,95
2.142522,886,233.426724,3.6,686,970,113.096025,1278,654,15.0,78.4,1.3333,241.724316
2.142522,971,233.426724,10.0,977,921,113.096025,1667,910,21.8,41.9,1.0770,241.724316
2.7,1175,233.426724,12.8,1077,634,112,1480,1279,15.3,63.1,1.0872,337
2.2,1205,233.426724,14.1,1118,585,65,2019,1189,27.5,60.1,2.1719,122
3.6,1404,233.426724,16.5,1195,499,170,1501,1623,11.2,65.3,0.8639,590
1.5,969,233.426724,4.9,760,1059,83,1518,560,12.0,79.8,1.1175,81
2.142522,895,233.426724,3.3,672,941,36,1469,703,27.1,47.4,1.6809,19
3.2,1271,233.426724,15.3,1157,572,187,1483,1353,18.8,49.2,1.0548,384
7.2,1564,233.426724,26.3,1462,472,228,1574,2181,6.3,57.9,0.5575,1076
3.4,1480,233.426724,16.2,1186,498,229,1382,1882,9.0,54.7,0.6271,615
2.5,1116,233.426724,14.2,1123,768,118,1826,1235,26.3,34.3,1.1605,157
0.7,933,65,3.7,697,1045,65,1403,937,14.8,57.7,0.9644,71
3.2,1439,224,15.3,1159,764,125,1856,1494,15.7,60.2,1.0654,193
1.3,1003,233.426724,3.7,694,876,116,976,663,7.7,53.0,0.5572,156
0.6,932,233.426724,3.9,707,1011,61,1509,554,26.6,42.8,1.4713,58
1.4,1003,233.426724,8.2,907,862,91,1427,680,39.3,13.9,0.9715,76
1.4,1378,233.426724,14.3,1125,502,144,1601,1380,21.5,47.8,1.2060,378
1.9,1041,233.426724,10.0,979,837,125,1705,1053,28.0,36.6,1.3603,169
2.4,1392,233.426724,16.9,1206,521,164,1347,2199,8.5,57.8,0.6432,650
1.8,1257,165,9.9,973,860,93,1634,839,27.5,31.6,1.1417,90
0.7,777,233.426724,1.9,580,1263,58,963,465,15.5,42.4,0.7400,100
2.7,1221,233.426724,9.3,952,641,165,1334,1147,15.2,54.7,0.9362,432
2.4,1142,233.426724,12.1,1053,753,105,1814,979,20.4,54.0,1.2757,136
2.2,1206,233.426724,6.8,849,640,163,1245,1127,11.8,68.3,0.9432,307
1.7,1088,233.426724,8.7,927,715,111,1196,1154,6.0,76.7,0.7220,494
2.6,1379,183,13.5,1101,818,138,1710,1602,17.9,45.9,0.9342,184
2.142522,982,233.426724,4.2,724,1055,113.096025,1508,774,12.8,80.0,1.1761,241.724316
1,904,233.426724,5.2,774,878,51,1329,805,15.7,76.3,1.3519,98
2.3,1059,233.426724,8.1,905,735,179,1098,1130,7.3,52.8,0.5404,356
3.2,1474,233.426724,15.3,1158,469,155,1476,1802,18.2,43.2,0.8926,653
2.4,1128,233.426724,10.0,977,673,153,1199,1202,5.6,72.3,0.6627,448
4.4,1460,682,25.3,1438,680,196,1953,1489,30.0,19.4,0.8100,260
2.3,1180,247,11.2,1023,886,102,1588,966,14.2,43.3,0.6982,127
1.3,1015,233.426724,7.3,869,747,72,1439,1375,21.2,63.4,1.5748,147
4.3,1440,233.426724,22.4,1362,486,117,1968,1496,21.6,68.0,1.7305,532
1.7,1206,111,9.3,949,818,90,1771,1116,15.9,73.1,1.3136,162
0.9,883,233.426724,2.0,583,1116,113.096025,1019,710,9.5,69.9,0.8298,241.724316
3.4,1277,233.426724,13.0,1085,589,137,1329,1344,5.4,82.6,0.7495,567
1.6,961,233.426724,7.6,881,932,95,1417,901,22.0,47.0,1.2259,337
4.4,1423,233.426724,25.0,1429,467,88,1998,1631,16.3,74.3,1.3644,649
1,875,233.426724,2.7,635,1037,75,1133,612,15.7,59.5,1.0534,117
4.3,1524,435,19.2,1275,608,122,2046,1740,18.6,57.6,1.2233,245
2.142522,911,233.426724,4.5,740,1071,113.096025,1412,756,14.2,56.7,0.9111,241.724316
1.7,1055,233.426724,8.7,927,757,90,1520,716,36.9,20.9,1.2864,87
1.6,1061,233.426724,8.8,931,699,65,1481,1015,18.5,69.5,1.4657,195
2.142522,1022,233.426724,8.0,898,746,113.096025,1414,955,14.9,74.7,1.2564,241.724316
1.1,1100.524233,233.426724,-200.0,938.447755,832.57092,71,1453.531792,1024.248555,18.240418,49.181414,1.016622,53
2.4,1067,233.426724,12.3,1059,671,181,1085,1163,10.4,23.1,0.2905,337
1.7,1001,233.426724,7.3,871,806,87,1264,1071,16.6,58.5,1.0963,245
1.9,1090,233.426724,8.3,910,701,210,1192,974,5.1,74.5,0.6621,317
2.7,1335,233.426724,14.2,1122,673,114,1840,1424,18.1,58.7,1.2072,167
4,1490,452,22.6,1368,627,95,2119,1541,14.0,58.0,0.9202,244
0.4,759,233.426724,1.8,566,1175,113.096025,1267,503,24.8,39.8,1.2231,241.724316
1.9,1100.524233,233.426724,-200.0,938.447755,832.57092,123,1453.531792,1024.248555,18.240418,49.181414,1.016622,156
1.6,1029,164,7.8,892,937,110,1474,760,17.4,40.3,0.7922,122
2.3,1181,233.426724,13.2,1091,638,113.096025,1637,1072,38.3,21.5,1.4263,241.724316
3.8,1432,233.426724,16.5,1195,509,180,1513,1651,13.3,56.2,0.8548,625
2.142522,1265,233.426724,17.4,1221,578,113.096025,1760,1354,22.2,51.3,1.3543,241.724316
0.5,788,233.426724,2.3,604,1068,45,1507,754,23.6,61.2,1.7588,37
2.142522,1396,233.426724,20.0,1296,619,113.096025,1991,1628,17.0,50.2,0.9646,241.724316
4.4,1261,233.426724,25.7,1446,528,154,2061,1346,30.0,28.5,1.1896,358
0.7,865,233.426724,4.6,745,866,90,1394,901,21.0,56.9,1.3999,164
1.1,953,233.426724,7.4,874,854,84,1528,899,24.2,37.3,1.1118,72
1.6,1124,233.426724,9.8,972,674,69,1568,1092,18.8,71.8,1.5372,279
1.5,1076,233.426724,4.6,745,801,149,1040,841,7.4,59.3,0.6123,221
1.6,1080,233.426724,8.5,920,739,67,1761,772,27.8,57.4,2.1107,60
1.3,1038,233.426724,7.9,895,714,63,1474,999,21.2,68.6,1.7046,126
2.142522,1234,233.426724,14.3,1126,644,104,1782,1252,30.1,30.2,1.2711,104
3.1,1295,233.426724,13.2,1090,553,155,1479,1441,14.3,61.2,0.9941,459
3.4,1374,233.426724,17.4,1222,516,160,1582,1671,13.7,66.8,1.0432,602
0.9,1028,27,2.4,615,1384,67,1340,853,10.4,67.6,0.8530,74
2.2,1090,233.426724,14.1,1120,743,130,1629,1283,42.5,10.2,0.8478,195
2.4,1306,233.426724,12.9,1079,603,105,1668,1286,25.4,47.4,1.5170,278
4.9,1501,233.426724,23.6,1392,476,128,1832,1645,15.7,72.7,1.2872,575
1.4,1064,233.426724,5.4,783,785,167,954,1319,6.6,46.0,0.4505,258
1.5,985,233.426724,8.5,919,1028,86,1387,700,26.3,18.9,0.6344,104
2.9,1265,233.426724,17.0,1209,638,157,2015,1812,30.8,37.1,1.6169,290
2.142522,950,233.426724,2.5,622,960,67,1093,643,12.0,64.6,0.9060,89
2,1184,233.426724,10.1,983,667,90,1537,1046,25.3,48.0,1.5249,230
1.6,1018,233.426724,4.7,750,831,172,1051,916,3.2,83.0,0.6450,248
1.9,1118,233.426724,7.7,888,685,189,1223,962,7.9,69.0,0.7394,290
4.3,1100.524233,233.426724,-200.0,938.447755,832.57092,250,1453.531792,1024.248555,18.240418,49.181414,1.016622,604
2.142522,1359,233.426724,20.5,1311,544,113.096025,1878,1311,14.8,80.4,1.3428,241.724316
1.6,852,233.426724,8.5,919,967,149,831,855,14.8,14.3,0.2397,363
2.142522,1078,233.426724,9.4,956,742,104,1628,763,36.1,24.8,1.4628,89
1.4,861,233.426724,4.7,750,1481,78,1051,556,7.3,63.5,0.6519,148
1,1100.524233,66,-200.0,938.447755,832.57092,113.096025,1453.531792,1024.248555,18.240418,49.181414,1.016622,241.724316
2.142522,1331,233.426724,11.9,1046,882,113.096025,1635,905,25.0,27.5,0.8575,241.724316
3.0,1331,233.426724,16.1,1184,507,149,1508,1533,13.6,56.4,0.8754,493
3.5,1348,233.426724,22.2,1357,526,84,1833,1324,16.0,72.2,1.3077,464
2.142522,1376,233.426724,21.0,1324,527,113.096025,1886,1571,22.9,52.6,1.4519,241.724316
1.5,1001,233.426724,5.3,777,859,99,954,1009,3.5,58.3,0.4636,171
7.7,1835,233.426724,40.0,1770,358,172,2474,2073,23.9,61.8,1.8088,826
2.142522,937,233.426724,4.6,741,1058,113.096025,1420,923,16.2,53.4,0.9775,241.724316
2.8,1157,233.426724,15.4,1160,738,124,1936,1000,31.4,30.3,1.3689,166
1.4,1100.524233,233.426724,-200.0,938.447755,832.57092,70,1453.531792,1024.248555,18.240418,49.181414,1.016622,56
5.4,1724,816,28.3,1510,562,155,2252,1716,23.1,42.2,1.1746,222
-200.0,744,233.426724,0.1,383,1881,17,720,253,2.7,53.9,0.4062,17
2.142522,1117,233.426724,11.5,1031,669,113.096025,1528,1107,15.2,73.4,1.2626,241.724316
2.142522,1499,233.426724,18.2,1247,647,113.096025,1972,1505,15.3,56.7,0.9773,241.724316
2.142522,912,233.426724,3.3,671,964,113.096025,1508,508,35.1,34.6,1.9255,241.724316
