CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,NOx
0.9,965,-200,6.1,818,844,47,1681,777,26.8,52.4,1.8141,35
0.9,901,-200,3.2,662,1034,66,1127,678,13.3,63.6,0.9673,125
1.9,1152,-200,9.9,976,672,90,1800,1179,28.0,46.9,1.7480,111
1.1,993,-200,4.3,727,810,128,989,1001,3.1,68.6,0.5302,194
-200,1011,-200,5.4,782,828,73,1562,1116,23.3,50.1,1.4100,75
0.7,843,-200,2.5,622,1146,-200,1060,555,6.9,82.3,0.8244,-200
2.7,1303,391,14.7,1139,790,126,1761,1138,24.7,30.5,0.9371,152
2.3,1116,-200,12.7,1075,761,134,1784,1081,30.5,30.4,1.3031,135
1.2,880,-200,5.9,807,1123,72,1510,599,23.9,36.8,1.0774,79
0.5,801,-200,0.6,454,1374,44,727,348,3.0,43.4,0.3337,51
0.8,1005,48,4.5,738,1005,66,1563,917,15.7,74.7,1.3194,68
0.9,922,-200,3.1,658,898,141,922,706,11.1,43.3,0.5720,227
2.0,1320,-200,9.3,950,542,135,1428,1426,16.2,66.3,1.2080,316
1.6,1167,169,7.6,884,881,78,1580,931,20.2,40.1,0.9370,105
0.5,801,-200,0.9,494,1324,58,754,395,1.6,51.0,0.3561,73
2.4,939,-200,8.1,902,884,133,969,872,9.8,31.8,0.3858,342
-200,1527,-200,35.0,1664,587,-200,2238,1775,23.8,29.5,0.8559,-200
1.7,1025,-200,9.4,955,997,94,1457,834,25.6,23.5,0.7611,111
3.8,1450,-200,19.8,1292,495,130,1768,1495,21.4,57.1,1.4356,507
3.2,1137,-200,12.5,1066,681,174,1151,1258,4.8,53.1,0.4605,638
-200,1028,-200,9.5,961,913,-200,1502,649,17.8,38.5,0.7763,-200
0.6,692,-200,1.5,546,1347,70,697,500,9.0,23.1,0.2648,92
-200,1426,-200,23.9,1400,612,-200,2102,1488,19.9,45.0,1.0364,-200
0.7,947,-200,5.6,791,825,-200,963,785,10.9,34.9,0.4560,-200
1.6,1151,-200,7.7,885,660,128,1222,903,20.0,33.0,0.7625,240
-200,868,-200,3.1,657,921,-200,1356,764,25.2,47.9,1.5129,-200
5,1399,-200,26.6,1468,531,205,2072,1442,31.2,31.4,1.3987,479
-200,947,-200,5.9,808,768,-200,1537,851,21.8,64.6,1.6721,-200
2.2,1100,-200,11.2,1021,952,99,1607,822,21.3,26.1,0.6539,133
2.1,1168,-200,15.4,1160,671,132,1784,1193,40.1,17.5,1.2721,140
3.0,1311,-200,13.1,1088,563,147,1402,1452,11.1,62.0,0.8199,505
1.5,994,-200,6.0,812,784,-200,1453,947,21.4,69.0,1.7421,-200
-200,1112,-200,8.9,936,683,-200,1792,965,26.7,58.0,2.0023,-200
-200,815,-200,5.2,774,1113,55,1374,712,17.0,47.7,0.9185,43
-200,1189,-200,23.1,1381,566,-200,1574,1426,9.5,57.9,0.6877,-200
1.7,1116,-200,9.3,952,702,66,1759,895,33.9,37.1,1.9264,62
0.5,868,-200,1.4,535,1136,66,944,395,13.5,50.6,0.7783,88
1.1,991,-200,6.1,814,790,133,1040,812,4.3,57.0,0.4771,197
1.5,970,-200,7.3,870,792,-200,1376,943,27.5,30.9,1.1155,-200
-200,1163,-200,11.2,1022,695,102,1644,1141,30.9,29.0,1.2750,95
-200,1298,-200,26.8,1473,514,-200,1884,1447,14.4,65.8,1.0773,-200
3.3,1299,-200,17.3,1220,624,112,1929,1319,26.9,53.1,1.8557,341
-200,1354,-200,24.5,1418,749,-200,2043,1629,21.8,35.0,0.9002,-200
2.1,1044,-200,9.0,940,706,206,1014,1152,8.9,33.8,0.3850,428
1.9,1057,-200,8.9,934,743,57,1525,1041,19.0,66.1,1.4415,206
-200,1096,-200,9.1,942,893,-200,1366,826,32.7,22.7,1.1044,-200
0.7,881,-200,4.1,718,965,60,1510,837,23.3,48.4,1.3677,43
2.4,1117,-200,8.9,934,721,153,1075,1206,10.9,35.9,0.4680,357
-200,924,-200,6.2,821,899,-200,955,704,12.2,29.7,0.4205,-200
1.5,1049,-200,6.5,836,926,73,1615,901,17.7,62.0,1.2458,79
2.8,1312,322,11.8,1041,821,103,1712,1073,15.5,50.8,0.8881,121
1.3,969,-200,7.7,886,863,68,1451,953,18.6,60.0,1.2757,179
2.4,1283,-200,12.3,1061,525,145,1434,1294,23.5,35.0,0.9977,296
-200,1101,-200,13.3,1093,1012,-200,1564,1155,21.1,30.9,0.7617,-200
2.6,1083,-200,14.8,1141,825,143,1793,1008,37.7,17.7,1.1383,177
1.4,892,-200,7.4,874,923,106,1369,749,35.3,17.0,0.9546,119
2.1,1061,-200,6.8,849,757,145,1063,1125,4.0,69.8,0.5756,373
2.4,1111,-200,16.5,1194,794,130,1875,1015,37.5,18.1,1.1529,160
1.2,979,67,4.5,736,1154,92,1324,769,9.9,59.5,0.7276,75
4.5,1407,-200,21.5,1339,531,225,1584,1533,7.7,72.5,0.7666,992
3.1,1407,-200,14.0,1117,486,137,1596,1521,17.7,63.3,1.2729,402
3,1093,-200,15.5,1163,717,160,1705,1139,29.7,25.0,1.0246,189
1.6,1147,-200,11.7,1040,745,102,1635,1155,29.0,27.0,1.0630,123
2.6,1181,-200,14.1,1121,629,117,1466,1236,17.7,51.5,1.0315,356
2.2,1074,-200,9.4,954,846,112,1570,956,16.7,47.2,0.8920,136
-200,1128,-200,10.0,978,733,89,1683,1193,28.3,36.8,1.3906,92
3.4,1256,-200,14.4,1130,616,162,1316,1311,7.0,56.3,0.5660,636
2.4,1123,277,10.5,996,861,133,1551,1033,14.8,41.5,0.6929,172
6,1720,-200,34.8,1661,382,120,2403,1846,25.1,59.4,1.8632,576
2,1076,-200,10.4,994,723,129,1549,938,38.3,17.9,1.1810,133
4.2,-200,-200,-200.0,-200,-200,162,-200,-200,-200,-200,-200,807
2.3,1238,-200,13.1,1088,636,116,1883,1306,32.7,34.5,1.6798,150
1.5,940,-200,3.7,692,934,83,1177,749,11.5,81.0,1.1010,208
-200,885,-200,2.1,589,1238,-200,1443,635,13.0,78.2,1.1664,-200
1.2,907,-200,3.9,705,995,130,880,767,7.0,41.5,0.4193,199
2.3,1171,251,12.7,1073,847,96,1623,872,18.0,37.1,0.7598,120
2.9,1278,-200,14.4,1130,580,129,1506,1471,15.4,59.6,1.0375,436
2.2,969,-200,5.6,791,1084,80,1446,711,13.6,59.7,0.9271,102
-200,1239,-200,22.8,1373,550,-200,1593,1495,7.1,62.0,0.6265,-200
2.8,1283,-200,14.0,1117,813,127,1751,1188,15.5,50.1,0.8744,192
1.2,964,68,3.7,692,1176,82,1292,573,10.6,57.7,0.7362,88
0.4,909,-200,3.9,706,928,118,923,658,5.0,50.4,0.4430,194
-200,856,-200,3.5,684,1023,-200,1368,520,28.1,34.2,1.2802,-200
3.2,-200,-200,-200.0,-200,-200,123,-200,-200,-200,-200,-200,383
1.3,960,-200,6.9,853,782,123,967,709,13.7,30.3,0.4724,177
3.4,-200,337,-200.0,-200,-200,137,-200,-200,-200,-200,-200,243
3.4,1446,-200,17.5,1224,471,153,1706,1450,21.7,47.4,1.2184,445
1.9,1044,53,6.4,829,1247,110,1378,832,7.7,59.7,0.6308,133
1.8,1035,-200,11.0,1015,757,124,1651,940,24.2,35.9,1.0684,143
4.1,1326,743,19.7,1289,714,134,1806,1431,10.9,44.1,0.5748,259
-200,854,-200,3.3,670,1141,35,1460,684,14.8,65.8,1.1028,26
1.9,1173,-200,11.9,1047,631,89,1815,1175,24.9,52.9,1.6430,160
-200,1513,-200,32.1,1601,469,-200,2382,1743,23.2,55.4,1.5559,-200
2.4,1042,-200,5.2,771,795,136,941,1089,3.5,60.9,0.4857,297
1.1,958,-200,8.7,928,841,174,986,1120,13.3,24.3,0.3686,351
1.5,1144,-200,6.2,821,651,123,1262,988,15.4,54.0,0.9385,214
1.3,1115,75,3.9,707,1105,93,1384,677,12.7,62.7,0.9173,104
0.2,843,-200,2.2,597,1059,83,808,527,4.5,42.0,0.3571,108
0.3,901,-200,5.1,767,961,-200,944,965,4.2,53.6,0.4454,-200
2.0,1156,-200,7.0,859,684,210,1196,1069,6.2,77.4,0.7383,387
3.5,1297,-200,22.3,1359,630,107,2214,1425,21.7,50.6,1.2981,261
-200,898,-200,4.2,720,1059,-200,1259,661,23.2,41.2,1.1561,-200
3.2,1280,-200,14.3,1127,558,247,1277,1641,12.1,36.9,0.5212,649
-200,1026,-200,16.2,1186,719,148,1662,1138,31.4,18.6,0.8398,235
3.3,1208,-200,16.4,1191,573,130,1589,1415,19.5,50.1,1.1225,467
1.5,1082,-200,6.5,834,747,64,1562,991,23.1,70.8,1.9800,174
1.4,980,-200,5.0,761,854,172,876,1051,3.1,47.1,0.3638,235
3.9,1417,478,18.2,1246,669,94,1921,1403,10.8,64.0,0.8307,263
0.9,888,40,2.2,598,1396,58,1156,417,10.6,48.0,0.6135,46
4.7,1597,-200,26.5,1466,518,109,2400,1687,16.9,66.1,1.2613,320
-200,971,-200,5.5,789,816,70,1594,879,23.1,70.1,1.9582,61
-200,960,-200,5.2,772,838,-200,1431,852,18.4,71.6,1.4997,-200
0.9,835,-200,3.4,674,1201,58,1416,488,12.0,75.0,1.0499,46
-200,939,-200,4.6,743,894,-200,1539,675,26.1,49.4,1.6491,-200
0.8,1065,-200,3.6,687,1143,62,1492,815,14.2,66.2,1.0630,72
4,1123,-200,13.8,1110,732,185,1152,1322,6.3,42.6,0.4106,575
2.6,1453,-200,10.9,1012,534,150,1348,1441,8.3,84.0,0.9234,324
4.1,1281,-200,15.6,1168,571,212,1195,1756,6.7,39.6,0.3906,655
1.1,1007,-200,7.2,864,816,71,1639,987,22.6,51.0,1.3805,65
2.3,1229,-200,12.2,1055,607,96,1668,1219,21.0,69.3,1.7058,255
2.9,1320,-200,16.3,1190,655,138,1825,1482,30.0,41.6,1.7324,395
-200,1217,-200,12.8,1077,603,-200,1628,1270,19.0,71.6,1.5549,-200
1.2,960,-200,6.3,828,971,54,1565,617,19.9,55.2,1.2701,55
10.1,1956,-200,45.2,1877,347,255,2338,2465,15.5,62.8,1.0979,1389
2.2,1016,-200,10.5,995,857,96,1642,854,13.9,62.7,0.9905,117
3.2,1157,-200,15.9,1176,691,175,1779,1370,30.6,23.2,1.0010,330
1.7,1120,-200,6.3,826,750,127,1222,974,14.0,61.4,0.9773,242
3.8,1454,460,17.5,1225,661,135,1809,1654,17.1,42.1,0.8120,299
2,1004,-200,10.9,1011,867,116,1754,893,24.6,41.9,1.2752,108
-200.0,758,-200,0.2,388,1785,20,765,274,3.7,56.3,0.4530,20
2.6,1389,152,13.7,1108,887,123,1712,1334,25.9,25.9,0.8503,161
1.6,1092,-200,9.7,967,801,99,1774,910,27.0,39.9,1.4020,104
0.4,842,-200,0.7,468,1813,-200,1274,394,16.9,53.9,1.0309,-200
-200,1113,-200,5.2,772,989,-200,1493,646,16.6,56.1,1.0481,-200
2.9,1197,-200,9.6,964,614,254,1260,1122,3.8,84.3,0.6811,491
1.3,1060,-200,6.9,851,912,81,1673,805,14.5,78.3,1.2851,108
5.7,1478,-200,22.2,1357,473,178,1652,1639,7.2,78.5,0.8030,723
0.9,942,-200,5.3,780,915,59,1419,737,21.5,57.9,1.4658,83
3.1,1155,-200,14.3,1126,617,123,1511,1267,15.5,60.7,1.0591,349
5,1529,836,27.7,1497,569,99,2278,1641,13.3,55.6,0.8453,275
4.2,1231,-200,21.6,1341,626,170,1937,1578,30.3,25.6,1.0879,274
-200,870,-200,3.7,692,1070,-200,1443,779,20.4,70.7,1.6734,-200
0.8,938,-200,2.1,592,992,85,1032,668,4.4,80.5,0.6825,95
2.2,1136,-200,10.5,995,727,114,1591,1236,25.8,33.0,1.0826,132
8.3,1693,-200,31.7,1590,412,178,1949,2025,10.4,79.3,0.9993,1189
-200,1005,-200,8.0,900,747,81,1620,1000,25.1,46.3,1.4486,62
1.6,1043,-200,5.3,776,800,98,1248,826,14.5,63.0,1.0319,198
2.3,1141,-200,13.3,1095,642,92,1816,1139,27.7,44.6,1.6304,119
0.8,833,-200,1.9,574,1150,-200,930,752,7.9,55.4,0.5930,-200
4.6,1275,-200,19.9,1294,570,-200,1605,1280,8.6,75.5,0.8469,-200
-200,983,48,3.8,698,1209,63,1296,801,7.4,64.8,0.6683,57
-200,1011,14,1.3,527,1818,34,1197,445,10.1,60.5,0.7465,21
4,1485,449,17.5,1223,650,126,1980,1302,14.4,77.4,1.2654,242
1.2,877,-200,5.9,808,1011,70,1614,723,20.4,55.8,1.3196,73
3,1385,-200,18.0,1240,596,155,1919,1847,29.5,32.7,1.3229,288
3,1374,415,14.1,1121,771,146,1685,1399,18.5,43.0,0.9074,180
4.7,1461,-200,25.4,1440,440,177,1806,1669,14.3,56.3,0.9119,621
1.4,1010,-200,4.8,752,740,127,1218,932,14.6,67.3,1.1102,206
1,935,-200,8.1,905,899,69,1675,954,20.5,54.8,1.3073,88
1,781,-200,3.9,704,1062,92,842,594,16.6,19.9,0.3728,183
0.5,875,-200,3.2,665,919,25,1559,772,24.4,63.6,1.9218,20
2.3,1173,-200,14.4,1130,648,120,1885,1401,23.2,43.9,1.2344,208
1.3,1047,77,5.4,783,1014,79,1449,975,12.0,66.9,0.9336,83
0.2,1038,-200,3.8,699,765,105,1042,515,17.7,35.0,0.7014,160
1.7,1102,-200,10.3,990,799,103,1685,849,34.3,26.0,1.3865,90
0.5,843,-200,3.0,655,1046,-200,1377,826,24.8,36.0,1.1109,-200
0.4,878,-200,5.4,784,1181,64,1407,610,21.4,36.9,0.9271,46
1.0,901,-200,2.7,631,988,87,915,751,3.7,65.9,0.5295,108
3.3,1236,-200,18.0,1239,637,169,1986,1106,34.5,28.5,1.5310,186
3.4,1317,377,17.7,1231,766,127,1798,1155,24.5,27.8,0.8433,172
-200,1367,-200,21.7,1343,517,-200,1852,1442,15.2,74.7,1.2824,-200
-200,1105,-200,7.9,897,906,-200,1510,1050,9.1,67.4,0.7814,-200
0.6,888,-200,1.3,526,1134,92,912,744,4.5,65.1,0.5547,96
3.6,-200,-200,-200.0,-200,-200,213,-200,-200,-200,-200,-200,635
-200,1435,-200,22.8,1373,513,-200,1910,1759,23.9,48.7,1.4269,-200
1,966,-200,6.2,820,913,60,1634,807,24.7,47.6,1.4597,56
1.3,989,-200,4.4,731,815,149,936,1018,1.0,67.7,0.4523,226
3.3,1382,-200,18.1,1243,632,128,1941,1511,19.2,52.3,1.1516,183
3.2,1270,-200,12.8,1077,583,178,1353,1586,13.1,58.5,0.8770,615
3.5,1285,-200,18.1,1243,599,173,1815,1582,26.4,41.9,1.4237,481
-200,1362,-200,17.5,1225,551,158,2003,1826,28.1,42.0,1.5735,252
1.5,1047,-200,9.7,965,737,79,1606,1075,18.3,71.0,1.4807,268
2,1333,64,8.0,900,1136,112,1517,1102,10.8,57.4,0.7408,174
0.1,870,-200,3.5,684,997,-200,895,936,3.7,56.3,0.4544,-200
6.3,1604,-200,25.4,1438,466,188,1650,2018,12.2,53.9,0.7617,968
0.5,825,-200,3.2,667,1079,62,1475,659,22.8,48.9,1.3424,47
1.4,1086,-200,5.1,769,822,100,1196,857,12.4,73.8,1.0574,190
1.9,1050,-200,8.7,927,830,106,1475,836,29.7,24.2,0.9926,88
-200,1035,-200,4.8,755,997,-200,1521,608,15.6,65.8,1.1577,-200
1.4,944,-200,3.7,693,928,150,832,568,9.2,29.9,0.3479,217
1.9,1073,-200,10.7,1005,661,67,1488,1110,18.5,70.4,1.4870,258
0.8,861,-200,6.0,811,997,78,1409,509,33.3,19.2,0.9634,61
-200,917,-200,3.6,686,933,-200,1304,805,18.3,68.5,1.4291,-200
1.6,953,-200,7.6,881,926,79,1339,704,27.6,28.7,1.0406,210
-200,1036,-200,8.1,902,825,-200,1558,1087,11.9,71.1,0.9899,-200
1.4,1038,-200,9.3,950,776,75,1750,1181,25.5,47.6,1.5318,71
1.2,919,-200,5.7,799,844,50,1409,881,22.2,43.1,1.1396,29
2.6,1126,-200,13.2,1089,620,116,1886,1208,26.4,54.6,1.8459,153
3.3,1361,-200,14.6,1137,503,136,1526,1471,13.2,69.1,1.0452,449
1.9,1053,155,7.5,880,982,91,1464,786,14.4,43.6,0.7113,116
2.5,1162,-200,15.1,1151,687,115,1912,1143,31.9,30.6,1.4201,116
2.7,1285,-200,10.9,1009,517,153,1452,1366,12.8,64.4,0.9448,380
0.8,896,-200,6.2,822,1002,70,1391,722,37.9,15.0,0.9721,64
0.9,905,47,3.3,670,1191,62,1346,820,10.2,65.8,0.8196,79
2.2,990,-200,7.8,891,908,99,1278,765,21.5,31.4,0.7943,261
4,1025,-200,16.7,1202,691,194,1263,1191,12.7,28.9,0.4233,515
2.2,-200,-200,-200.0,-200,-200,119,-200,-200,-200,-200,-200,433
-200,1272,-200,8.6,924,895,-200,1603,881,25.1,33.8,1.0594,-200
4,1176,-200,23.8,1398,567,111,2120,1494,17.3,54.3,1.0631,339
1.7,1058,-200,8.0,898,749,-200,1470,977,26.3,38.3,1.2932,-200
5.0,1517,-200,24.0,1403,451,198,1579,2195,11.1,51.4,0.6790,827
4.3,1308,-200,20.3,1306,553,212,1471,1670,16.5,32.9,0.6127,808
2.3,1054,-200,10.0,978,768,114,1398,1109,17.1,47.6,0.9208,303
-200,939,-200,2.9,648,949,-200,1084,680,10.2,66.9,0.8323,-200
0.6,931,20,2.5,623,1293,57,1307,828,12.0,58.9,0.8233,37
1,973,50,2.7,631,1287,64,1240,541,14.8,40.8,0.6814,44
1.6,928,-200,6.2,819,919,118,923,1006,6.4,43.7,0.4242,225
-200,1632,-200,31.5,1587,523,-200,2459,1678,14.7,62.3,1.0351,-200
0.6,848,-200,3.7,692,1034,55,1412,734,25.5,35.7,1.1499,41
0.9,1021,119,5.7,800,931,64,1483,1019,14.0,59.7,0.9499,75
2.7,1244,-200,15.4,1162,765,123,1735,1189,30.0,20.0,0.8338,162
-200,1612,-200,38.8,1745,398,-200,2357,1834,19.3,59.0,1.3077,-200
2.5,1250,-200,10.3,989,665,88,1343,1204,10.6,79.4,1.0133,327
8.1,1870,-200,45.0,1871,351,180,2483,2165,23.0,54.2,1.5066,1001
-200,996,-200,6.8,848,763,-200,1657,713,28.2,49.8,1.8795,-200
2.2,1039,-200,7.5,880,1198,113,1251,933,9.8,79.4,0.9626,273
2.8,1452,188,15.1,1152,861,153,1747,1508,25.6,25.6,0.8254,204
1,847,-200,5.8,800,1155,90,1179,649,21.7,18.1,0.4642,116
-200,1071,-200,7.1,860,742,-200,1500,1021,20.4,64.4,1.5220,-200
0.3,838,-200,3.4,675,1302,-200,1390,540,17.9,50.8,1.0355,-200
2.1,1280,-200,11.4,1030,597,174,1246,1480,14.9,34.9,0.5869,459
1.7,1097,-200,7.8,892,719,167,979,1423,4.9,45.9,0.3999,287
2,1132,118,8.7,927,944,100,1570,781,12.0,61.1,0.8537,128
0.5,815,-200,2.0,584,1102,-200,1363,513,24.5,50.9,1.5416,-200
3.4,1371,-200,13.6,1105,553,169,1429,1581,13.3,63.6,0.9681,514
3.8,1570,-200,17.5,1224,468,216,1448,2020,11.0,51.4,0.6746,575
1.5,1094,-200,7.0,857,739,96,1378,903,13.8,85.3,1.3412,289
1.3,965,-200,5.8,802,821,54,1504,564,32.5,34.1,1.6453,51
2.0,1040,-200,3.6,688,846,115,920,1090,3.7,62.9,0.5059,185
1.7,1042,-200,9.0,938,816,109,1456,1004,22.8,43.4,1.1915,210
0.9,847,-200,2.7,630,1057,59,1091,537,10.2,71.6,0.8893,106
3.3,1316,-200,14.1,1121,548,154,1488,1282,15.4,55.3,0.9616,396
3.1,1225,-200,17.6,1227,643,165,1774,1321,31.5,30.8,1.4017,330
1.7,1096,-200,11.6,1036,635,168,1043,1127,11.5,39.6,0.5372,254
3.0,1104,-200,13.3,1095,609,163,1210,930,13.3,25.7,0.3914,246
1.4,946,-200,5.3,780,945,99,1142,801,15.2,50.1,0.8580,249
1.7,973,-200,5.3,778,839,167,916,723,11.5,30.1,0.4067,257
2.4,1089,-200,8.3,913,712,200,1016,1208,5.8,40.3,0.3740,357
1.7,1147,-200,8.4,914,633,113,1233,801,22.9,29.2,0.8055,215
0.3,833,-200,3.8,697,1361,64,1294,496,27.5,22.8,0.8249,54
1.0,830,-200,3.0,655,1045,113,710,467,4.1,28.6,0.2363,198
-200,1068,-200,9.0,938,862,-200,1575,1057,12.7,64.9,0.9506,-200
2.7,1065,-200,13.6,1105,723,162,1672,987,26.6,30.2,1.0330,207
0.8,807,-200,2.6,623,1097,94,684,384,3.1,31.0,0.2386,157
1.6,988,-200,4.5,738,843,154,906,893,7.1,39.6,0.4019,209
1.2,895,-200,7.5,878,1122,81,1238,607,25.8,12.9,0.4219,109
1.6,1020,154,5.7,797,1066,99,1302,689,13.2,37.9,0.5733,95
2,987,-200,4.6,746,880,103,1212,833,12.1,75.5,1.0669,281
3.5,1287,-200,21.6,1340,699,194,2008,1267,39.6,16.7,1.1867,230
-200.0,889,-200,2.7,634,1009,117,1018,591,6.3,73.0,0.7024,181
2.4,938,-200,8.1,903,790,141,885,798,1.6,37.9,0.2645,309
1.3,1021,-200,4.8,755,807,143,980,763,8.9,46.1,0.5256,207
0.8,899,-200,2.7,631,955,103,884,505,15.6,33.3,0.5861,145
-200,853,-200,4.3,727,1179,59,1417,621,17.7,51.9,1.0379,44
0.7,1126,-200,7.6,881,648,146,1140,728,17.5,34.1,0.6775,270
0.8,859,-200,5.8,803,1032,67,1363,479,30.3,21.4,0.9064,50
1.4,1077,-200,5.9,806,725,-200,949,1296,4.0,49.1,0.4019,-200
2.1,1076,-200,9.8,972,691,95,1506,1192,21.0,57.4,1.4098,239
2.1,1249,151,9.7,968,874,99,1527,926,17.3,34.7,0.6788,112
1.4,920,-200,5.4,783,1046,70,1550,588,24.5,38.4,1.1669,74
0.5,918,-200,1.0,501,1148,40,881,420,8.0,54.7,0.5883,42
1.2,871,-200,6.8,848,1139,83,1208,579,22.8,16.1,0.4404,100
0.9,914,-200,3.1,655,949,77,949,742,1.6,74.3,0.5168,107
1.8,990,-200,6.1,817,849,134,1071,1111,10.2,49.4,0.6138,277
3.5,1410,-200,19.0,1268,724,139,1957,1344,16.4,47.5,0.8791,212
-200,819,-200,3.6,690,1051,84,907,819,1.8,61.7,0.4376,127
1.1,919,-200,7.5,880,915,86,1628,1013,24.2,39.5,1.1764,70
1.7,1092,-200,7.0,855,750,84,1231,1061,15.0,59.3,1.0045,194
2.2,1028,-200,10.1,983,728,133,979,1048,13.7,19.9,0.3114,337
-200,894,-200,3.5,681,843,-200,1476,765,21.2,66.4,1.6468,-200
2.1,1038,-200,9.4,957,713,132,1271,1092,9.3,73.5,0.8651,344
0.4,829,-200,2.2,602,1123,36,1410,596,23.5,46.7,1.3361,23
-200,769,-200,2.0,582,1105,-200,1306,616,20.6,55.1,1.3237,-200
1.9,992,-200,6.9,853,821,111,1052,1038,4.0,69.0,0.5661,323
4.8,1337,-200,16.6,1198,521,217,1401,1557,11.9,42.3,0.5902,568
0.6,849,-200,2.3,604,1086,67,1108,604,14.1,64.5,1.0287,117
3.6,-200,-200,-200.0,-200,-200,164,-200,-200,-200,-200,-200,622
6.6,1852,534,36.4,1696,553,127,2535,1931,14.1,50.0,0.8020,377
8.6,1510,-200,27.9,1501,456,185,1901,1855,15.2,57.5,0.9829,881
1,898,-200,4.6,742,915,50,1345,796,18.1,65.2,1.3430,93
4.0,1384,-200,17.4,1221,470,155,1600,1457,9.7,61.9,0.7446,594
0.4,892,-200,1.9,580,1076,-200,1271,516,23.5,49.1,1.3991,-200
2.8,1515,-200,12.5,1066,508,140,1430,1548,8.9,81.3,0.9277,345
2.3,1009,-200,8.7,926,791,161,1015,1080,7.8,42.0,0.4464,492
0.9,798,-200,2.3,609,1122,109,660,472,3.1,29.1,0.2240,213
-200,1193,-200,11.2,1020,645,-200,1340,1135,12.1,61.5,0.8677,-200
4.7,1337,-200,19.7,1288,1192,158,1648,1516,10.4,76.0,0.9561,861
-200,962,-200,5.3,780,919,-200,909,884,9.6,32.3,0.3871,-200
3.6,-200,357,-200.0,-200,-200,139,-200,-200,-200,-200,-200,214
1.7,948,-200,5.7,799,1539,105,1145,827,14.8,48.4,0.8069,226
-200,820,-200,2.3,604,1127,80,874,847,2.6,60.8,0.4544,116
-200,1506,-200,26.7,1471,518,-200,2200,1530,28.0,52.7,1.9604,-200
-200,1145,-200,17.9,1238,600,140,1809,1507,26.8,29.5,1.0209,230
0.8,-200,-200,-200.0,-200,-200,69,-200,-200,-200,-200,-200,50
2.0,1072,-200,7.4,874,715,153,1033,1000,10.8,37.1,0.4794,342
3.1,1112,-200,12.8,1078,683,261,1028,1426,11.9,18.6,0.2581,563
1.7,1034,-200,7.4,876,740,66,1305,968,11.5,81.7,1.1033,291
-200,1696,-200,37.1,1711,383,-200,2464,1823,20.9,62.4,1.5226,-200
0.7,920,-200,3.6,688,920,47,1317,820,20.5,62.1,1.4771,67
1.7,891,-200,7.8,891,874,121,1077,848,13.5,31.8,0.4876,287
2,1102,-200,10.4,994,955,87,1599,783,21.3,28.1,0.7067,107
2.6,1332,166,12.9,1082,707,109,1889,1242,16.0,78.5,1.4209,215
1.4,1088,-200,9.1,945,674,66,1765,1060,27.5,54.4,1.9705,58
2.6,1297,-200,14.6,1136,567,89,1725,1307,20.3,70.5,1.6599,283
1.2,1008,-200,7.2,866,937,68,1573,695,36.0,20.5,1.1995,58
2.1,1084,-200,9.8,970,818,98,1626,845,19.5,45.5,1.0189,132
4.1,1507,-200,20.5,1311,608,114,2107,1499,19.8,54.5,1.2488,177
4.5,1354,-200,19.0,1269,506,141,1530,1580,8.6,82.3,0.9198,773
0.5,817,-200,2.1,588,1134,37,1310,589,18.9,71.3,1.5449,55
-200,1298,-200,17.2,1215,539,185,2068,1404,29.1,45.5,1.7998,253
0.8,1166,-200,10.1,981,697,195,993,1445,8.0,36.0,0.3872,451
1.3,924,-200,4.5,739,834,122,966,541,19.9,26.3,0.6054,184
2.6,1194,-200,16.6,1198,587,101,1732,1228,19.3,67.5,1.4977,275
2.1,1125,-200,14.6,1137,691,135,1696,1094,42.2,14.6,1.1920,143
-200,985,-200,6.6,838,850,84,1541,653,34.2,30.8,1.6299,60
3.4,1421,-200,20.6,1313,502,101,1983,1384,18.0,75.7,1.5527,517
0.9,855,-200,3.3,669,1160,56,1427,671,13.7,69.4,1.0794,46
1.2,954,-200,3.4,674,940,88,981,891,2.1,73.1,0.5289,180
0.5,826,-200,2.7,631,1028,33,1473,593,24.8,55.4,1.7054,24
2.8,1153,-200,10.1,981,666,202,1097,1273,8.0,41.3,0.4448,424
1.5,-200,-200,-200.0,-200,-200,130,-200,-200,-200,-200,-200,268
3.1,1192,-200,11.7,1040,640,160,1441,1405,15.9,59.0,1.0590,381
3.5,1324,-200,14.1,1121,531,262,1399,1481,6.0,78.0,0.7345,547
5.2,1645,832,30.6,1566,599,177,2228,1909,27.0,26.8,0.9403,284
0.8,901,-200,4.4,733,888,39,1605,755,24.9,63.5,1.9647,27
4.1,1410,-200,22.4,1363,690,187,1515,2014,13.9,42.8,0.6761,696
0.5,930,-200,3.5,684,1059,75,1220,779,15.8,36.5,0.6535,65
4.2,1529,589,21.2,1331,700,132,2028,1399,22.8,32.1,0.8814,211
5.1,1574,-200,27.2,1483,460,186,1778,1962,16.8,48.4,0.9175,775
2.7,1216,-200,14.5,1134,566,138,1403,1336,12.2,56.9,0.8068,360
0.4,760,-200,2.6,626,1263,38,1386,575,17.8,54.1,1.0938,22
3.3,1066,-200,10.7,1004,795,127,1384,1006,20.3,35.5,0.8330,371
1.4,857,-200,6.0,813,1040,14,1183,622,19.3,34.8,0.7710,51
